run_id,test_id,test_name,cache_policy,test_mode_enabled,queue_depth,num_channels,num_planes,ecc_mode,scrambler_enable,burst_length,clock_freq_mhz,prefetch_depth,data_width_bits,addr_width_bits,fifo_depth,cache_size_kb,buffer_size_kb,memory_size_mb,num_agents,agent_mode,env_mode,protocol,reset_cycles,timeout_ns,error_injection_enable,error_injection_rate,coverage_enable,assertion_enable,uvm_verbosity,debug_level,cpu_threads,gpu_accel,compile_options,sim_options,wear_leveling_mode,plane_interleave,vendor_cmd_set,num_transactions,clock_period_ns,test_class,sequence_name
RUN-000217,back_to_back_program_test-000217,Back_To_Back_Program,Disabled,0,16,4,4,BCH,0,4,800,3,64,48,8,1024,128,2048,2,PASSIVE,stress,AXI4,32,2000000,1,0.0227,1,1,UVM_LOW,1,1,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v1.3,256,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000218,power_cycle_test-000218,Power_Cycle,WriteBack,0,4,2,4,BCH,0,8,800,15,32,40,64,128,32,512,2,ACTIVE,regression,AXI4,16,2000000,1,0.047,1,1,UVM_MEDIUM,0,8,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,0,v2.0,64,1.25,power_cycle_test,power_cycle_seq
RUN-000219,random_read_test-000219,Random_Read,WriteBack,1,4,1,2,BCH,1,4,1200,2,32,48,32,128,64,512,1,ACTIVE,regression,AXI4,16,1000000,1,0.0038,1,1,UVM_MEDIUM,1,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v1.3,64,0.8333,random_read_test,random_read_seq
RUN-000220,garbage_collect_test-000220,Garbage_Collect,Adaptive,0,4,1,2,BCH,0,16,400,13,128,32,16,256,256,512,2,ACTIVE,regression,AXI4,16,1000000,1,0.0495,0,1,UVM_MEDIUM,0,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,static,0,v2.0,64,2.5,garbage_collect_test,garbage_collect_seq
RUN-000221,mixed_rw_test-000221,Mixed_RW,Adaptive,0,32,8,4,Disabled,1,16,800,2,32,40,32,512,64,2048,2,PASSIVE,functional,AXI4,8,500000,1,0.0027,1,1,UVM_MEDIUM,1,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,hybrid,0,v1.2,512,1.25,mixed_rw_test,mixed_rw_seq
RUN-000222,erase_suspend_test-000222,Erase_Suspend,Adaptive,1,4,4,2,LDPC,0,32,800,6,256,40,16,512,64,512,4,ACTIVE,regression,AXI4,16,1000000,0,0.0,1,1,UVM_MEDIUM,0,4,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v1.2,64,1.25,erase_suspend_test,erase_suspend_seq
RUN-000223,mixed_rw_test-000223,Mixed_RW,Adaptive,0,32,8,4,BCH,1,8,600,15,32,40,8,256,64,256,3,ACTIVE,regression,AXI4,32,1000000,0,0.0,1,1,UVM_LOW,0,4,1,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,0,v2.0,512,1.6667,mixed_rw_test,mixed_rw_seq
RUN-000224,sequential_write_test-000224,Sequential_Write,WriteThrough,1,4,1,1,BCH,0,8,600,6,128,32,32,1024,32,256,1,ACTIVE,functional,AXI4,32,2000000,1,0.0208,1,1,UVM_LOW,1,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,hybrid,0,v1.2,64,1.6667,sequential_write_test,sequential_write_seq
RUN-000225,random_read_test-000225,Random_Read,WriteBack,0,16,4,2,BCH,1,8,1000,4,64,32,32,512,32,512,1,PASSIVE,regression,AXI4,16,1000000,0,0.0,1,1,UVM_LOW,1,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v1.3,256,1.0,random_read_test,random_read_seq
RUN-000226,random_read_test-000226,Random_Read,Disabled,1,16,4,2,LDPC,1,16,800,1,256,48,32,256,64,2048,4,PASSIVE,regression,AXI4,32,1000000,1,0.0019,1,1,UVM_MEDIUM,1,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v1.2,256,1.25,random_read_test,random_read_seq
RUN-000227,garbage_collect_test-000227,Garbage_Collect,Adaptive,1,4,1,2,LDPC,0,64,1200,6,64,40,16,1024,64,512,1,ACTIVE,stress,AXI4,8,2000000,0,0.0,1,1,UVM_MEDIUM,0,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,static,1,v2.0,64,0.8333,garbage_collect_test,garbage_collect_seq
RUN-000228,sequential_write_test-000228,Sequential_Write,WriteThrough,1,2,2,2,Disabled,1,32,600,0,32,40,8,1024,128,512,2,PASSIVE,regression,AXI4,16,1000000,1,0.0171,0,1,UVM_MEDIUM,0,8,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v1.3,32,1.6667,sequential_write_test,sequential_write_seq
RUN-000229,mixed_rw_test-000229,Mixed_RW,WriteBack,1,1,4,2,BCH,1,16,600,7,64,40,32,1024,64,1024,1,ACTIVE,functional,AXI4,8,2000000,0,0.0,1,1,UVM_LOW,1,8,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v2.0,16,1.6667,mixed_rw_test,mixed_rw_seq
RUN-000230,mixed_rw_test-000230,Mixed_RW,Adaptive,0,32,8,4,BCH,0,16,600,10,128,40,8,512,128,1024,1,ACTIVE,stress,AXI4,32,1000000,1,0.04,0,1,UVM_LOW,0,1,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,static,1,v1.3,512,1.6667,mixed_rw_test,mixed_rw_seq
RUN-000231,sequential_write_test-000231,Sequential_Write,Adaptive,0,4,4,2,BCH,0,8,400,0,64,40,16,1024,128,1024,1,ACTIVE,stress,AXI4,32,2000000,1,0.014,1,1,UVM_MEDIUM,0,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v1.3,64,2.5,sequential_write_test,sequential_write_seq
RUN-000232,back_to_back_program_test-000232,Back_To_Back_Program,WriteBack,1,8,8,2,Disabled,1,4,800,14,64,40,32,512,128,1024,4,ACTIVE,functional,AXI4,8,2000000,0,0.0,1,1,UVM_MEDIUM,1,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v2.0,128,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000233,mixed_rw_test-000233,Mixed_RW,WriteThrough,0,4,1,2,LDPC,0,8,600,1,64,40,16,256,128,1024,2,ACTIVE,regression,AXI4,16,500000,1,0.0222,1,1,UVM_MEDIUM,0,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,hybrid,1,v1.2,64,1.6667,mixed_rw_test,mixed_rw_seq
RUN-000234,garbage_collect_test-000234,Garbage_Collect,Disabled,1,32,1,2,BCH,1,4,600,14,64,32,64,256,256,256,3,PASSIVE,regression,AXI4,32,1000000,1,0.0396,0,1,UVM_MEDIUM,2,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,0,v1.3,512,1.6667,garbage_collect_test,garbage_collect_seq
RUN-000235,read_disturb_test-000235,Read_Disturb,WriteThrough,1,2,8,4,LDPC,1,32,400,2,32,32,8,128,32,256,1,PASSIVE,regression,AXI4,8,1000000,0,0.0,1,1,UVM_LOW,0,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,static,1,v2.0,32,2.5,read_disturb_test,read_disturb_seq
RUN-000236,mixed_rw_test-000236,Mixed_RW,Disabled,1,4,4,2,BCH,0,32,1000,11,256,48,32,128,64,512,2,ACTIVE,regression,AXI4,8,500000,0,0.0,1,1,UVM_MEDIUM,2,8,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,hybrid,1,v1.3,64,1.0,mixed_rw_test,mixed_rw_seq
RUN-000237,sequential_write_test-000237,Sequential_Write,WriteBack,0,1,2,2,LDPC,0,64,1200,7,256,40,8,256,64,2048,2,ACTIVE,functional,AXI4,8,1000000,0,0.0,1,1,UVM_LOW,1,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v1.3,16,0.8333,sequential_write_test,sequential_write_seq
RUN-000238,back_to_back_program_test-000238,Back_To_Back_Program,Adaptive,0,4,2,1,Disabled,1,8,800,13,64,32,16,256,256,1024,1,ACTIVE,regression,AXI4,8,1000000,0,0.0,1,1,UVM_MEDIUM,1,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v1.3,64,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000239,mixed_rw_test-000239,Mixed_RW,WriteThrough,0,8,4,4,BCH,1,32,1200,9,256,48,64,256,64,256,4,PASSIVE,regression,AXI4,32,1000000,0,0.0,1,1,UVM_LOW,0,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,static,0,v2.0,128,0.8333,mixed_rw_test,mixed_rw_seq
RUN-000240,erase_suspend_test-000240,Erase_Suspend,Adaptive,0,8,4,1,LDPC,1,32,600,10,128,40,32,256,256,2048,4,ACTIVE,stress,AXI4,16,500000,1,0.0464,0,1,UVM_MEDIUM,0,1,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v2.0,128,1.6667,erase_suspend_test,erase_suspend_seq
RUN-000241,random_read_test-000241,Random_Read,Adaptive,1,1,8,2,BCH,0,64,1000,4,64,32,128,128,128,512,2,ACTIVE,regression,AXI4,16,1000000,0,0.0,1,1,UVM_MEDIUM,0,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,1,v2.0,16,1.0,random_read_test,random_read_seq
RUN-000242,random_read_test-000242,Random_Read,Adaptive,0,1,4,2,BCH,1,32,1000,4,128,48,16,512,256,2048,3,ACTIVE,regression,AXI4,16,2000000,0,0.0,1,1,UVM_MEDIUM,0,1,1,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,1,v2.0,16,1.0,random_read_test,random_read_seq
RUN-000243,back_to_back_program_test-000243,Back_To_Back_Program,Disabled,0,8,2,2,LDPC,0,16,400,14,128,32,64,512,128,256,3,ACTIVE,stress,AXI4,16,2000000,1,0.0246,1,1,UVM_MEDIUM,0,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v1.3,128,2.5,back_to_back_program_test,back_to_back_program_seq
RUN-000244,back_to_back_program_test-000244,Back_To_Back_Program,Adaptive,0,1,4,4,Disabled,0,32,600,4,256,40,32,128,64,1024,3,ACTIVE,functional,AXI4,16,1000000,0,0.0,0,1,UVM_MEDIUM,0,4,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v1.3,16,1.6667,back_to_back_program_test,back_to_back_program_seq
RUN-000245,sequential_write_test-000245,Sequential_Write,Disabled,1,16,8,2,LDPC,1,64,1000,10,64,40,16,512,64,512,4,PASSIVE,functional,AXI4,32,500000,0,0.0,0,1,UVM_MEDIUM,1,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,static,0,v1.3,256,1.0,sequential_write_test,sequential_write_seq
RUN-000246,garbage_collect_test-000246,Garbage_Collect,Adaptive,0,4,4,1,LDPC,0,8,1200,11,256,40,32,256,64,512,1,ACTIVE,stress,AXI4,32,2000000,1,0.0341,1,1,UVM_MEDIUM,2,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,0,v2.0,64,0.8333,garbage_collect_test,garbage_collect_seq
RUN-000247,sequential_write_test-000247,Sequential_Write,WriteThrough,0,32,4,4,Disabled,0,8,800,7,64,48,32,256,64,1024,2,ACTIVE,stress,AXI4,8,500000,0,0.0,1,1,UVM_HIGH,1,1,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v1.3,512,1.25,sequential_write_test,sequential_write_seq
RUN-000248,power_cycle_test-000248,Power_Cycle,Adaptive,0,2,8,2,Disabled,1,4,600,13,64,32,16,128,64,512,2,ACTIVE,functional,AXI4,16,1000000,0,0.0,1,1,UVM_HIGH,2,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v1.3,32,1.6667,power_cycle_test,power_cycle_seq
RUN-000249,random_read_test-000249,Random_Read,Adaptive,0,16,8,1,Disabled,1,32,600,2,256,48,64,256,128,256,1,ACTIVE,stress,AXI4,16,2000000,0,0.0,0,1,UVM_LOW,1,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,hybrid,1,v1.3,256,1.6667,random_read_test,random_read_seq
RUN-000250,mixed_rw_test-000250,Mixed_RW,Disabled,1,4,1,1,LDPC,1,16,600,6,32,40,128,128,256,1024,2,PASSIVE,stress,AXI4,16,500000,1,0.0008,0,1,UVM_LOW,0,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v1.2,64,1.6667,mixed_rw_test,mixed_rw_seq
RUN-000251,random_read_test-000251,Random_Read,WriteBack,0,2,4,1,BCH,1,16,600,13,128,32,16,512,128,256,3,ACTIVE,regression,AXI4,8,1000000,1,0.0448,1,1,UVM_DEBUG,2,8,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v1.2,32,1.6667,random_read_test,random_read_seq
RUN-000252,erase_suspend_test-000252,Erase_Suspend,WriteBack,0,16,4,2,LDPC,0,16,1200,16,128,40,8,256,64,512,1,ACTIVE,functional,AXI4,8,500000,0,0.0,1,1,UVM_LOW,0,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,0,v2.0,256,0.8333,erase_suspend_test,erase_suspend_seq
RUN-000253,back_to_back_program_test-000253,Back_To_Back_Program,WriteBack,0,2,2,2,BCH,1,16,800,15,128,32,128,1024,128,256,1,ACTIVE,regression,AXI4,8,500000,1,0.0183,1,1,UVM_MEDIUM,0,8,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,static,1,v1.3,32,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000254,random_read_test-000254,Random_Read,WriteBack,0,2,2,1,LDPC,0,8,1000,11,64,40,16,256,128,512,3,ACTIVE,stress,AXI4,16,2000000,0,0.0,1,1,UVM_MEDIUM,0,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,static,0,v1.3,32,1.0,random_read_test,random_read_seq
RUN-000255,erase_suspend_test-000255,Erase_Suspend,Disabled,0,16,1,1,LDPC,0,16,400,16,128,40,64,128,256,256,1,ACTIVE,regression,AXI4,16,1000000,0,0.0,1,0,UVM_LOW,2,4,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,static,1,v1.3,256,2.5,erase_suspend_test,erase_suspend_seq
RUN-000256,sequential_write_test-000256,Sequential_Write,WriteThrough,0,16,1,2,Disabled,0,64,600,2,64,48,128,256,64,512,1,ACTIVE,regression,AXI4,16,500000,1,0.0143,1,1,UVM_MEDIUM,0,4,1,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,static,0,v1.3,256,1.6667,sequential_write_test,sequential_write_seq
RUN-000257,back_to_back_program_test-000257,Back_To_Back_Program,Adaptive,0,8,8,2,BCH,0,16,400,4,64,48,128,128,32,2048,4,ACTIVE,functional,AXI4,32,1000000,1,0.0209,1,1,UVM_MEDIUM,2,8,1,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,hybrid,1,v2.0,128,2.5,back_to_back_program_test,back_to_back_program_seq
RUN-000258,power_cycle_test-000258,Power_Cycle,Adaptive,1,4,4,2,Disabled,1,32,400,0,32,40,64,512,32,2048,1,ACTIVE,functional,AXI4,8,1000000,0,0.0,1,1,UVM_MEDIUM,2,8,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,0,v1.3,64,2.5,power_cycle_test,power_cycle_seq
RUN-000259,back_to_back_program_test-000259,Back_To_Back_Program,Adaptive,0,64,2,2,LDPC,0,8,600,2,32,32,64,256,32,512,1,ACTIVE,functional,AXI4,32,1000000,0,0.0,0,1,UVM_HIGH,1,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,1,v1.3,1024,1.6667,back_to_back_program_test,back_to_back_program_seq
RUN-000260,sequential_write_test-000260,Sequential_Write,WriteBack,0,4,2,2,LDPC,0,4,400,6,256,48,32,256,32,512,4,ACTIVE,functional,AXI4,16,1000000,0,0.0,1,1,UVM_LOW,2,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v1.3,64,2.5,sequential_write_test,sequential_write_seq
RUN-000261,power_cycle_test-000261,Power_Cycle,Disabled,0,16,8,1,Disabled,1,16,1000,4,32,32,64,512,64,2048,1,ACTIVE,stress,AXI4,16,1000000,1,0.0039,1,1,UVM_MEDIUM,0,8,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,0,v2.0,256,1.0,power_cycle_test,power_cycle_seq
RUN-000262,erase_suspend_test-000262,Erase_Suspend,WriteThrough,0,1,2,1,BCH,1,16,400,12,32,32,64,128,128,512,3,ACTIVE,functional,AXI4,16,2000000,1,0.0339,1,1,UVM_LOW,0,8,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,0,v2.0,16,2.5,erase_suspend_test,erase_suspend_seq
RUN-000263,back_to_back_program_test-000263,Back_To_Back_Program,Disabled,0,4,1,2,LDPC,1,16,800,15,64,40,16,1024,128,2048,3,ACTIVE,regression,AXI4,32,500000,0,0.0,0,1,UVM_LOW,0,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,0,v1.2,64,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000264,garbage_collect_test-000264,Garbage_Collect,WriteBack,0,1,8,1,BCH,0,64,800,6,64,40,8,256,256,1024,4,ACTIVE,functional,AXI4,32,1000000,0,0.0,1,1,UVM_LOW,0,8,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,static,0,v1.3,16,1.25,garbage_collect_test,garbage_collect_seq
RUN-000265,garbage_collect_test-000265,Garbage_Collect,WriteBack,0,4,2,2,LDPC,1,32,400,14,128,48,64,512,32,256,3,ACTIVE,functional,AXI4,32,1000000,0,0.0,1,1,UVM_MEDIUM,1,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,static,0,v1.3,64,2.5,garbage_collect_test,garbage_collect_seq
RUN-000266,random_read_test-000266,Random_Read,WriteThrough,0,16,2,4,BCH,1,8,1000,11,64,32,64,512,128,512,1,ACTIVE,regression,AXI4,32,500000,0,0.0,1,0,UVM_MEDIUM,1,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,0,v2.0,256,1.0,random_read_test,random_read_seq
RUN-000267,back_to_back_program_test-000267,Back_To_Back_Program,WriteBack,0,1,8,2,BCH,0,64,800,6,128,32,16,256,256,512,2,ACTIVE,functional,AXI4,8,1000000,0,0.0,1,1,UVM_LOW,0,1,1,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,hybrid,0,v1.2,16,1.25,back_to_back_program_test,back_to_back_program_seq
RUN-000268,power_cycle_test-000268,Power_Cycle,WriteBack,1,8,4,2,BCH,0,4,800,14,64,48,16,1024,128,1024,2,ACTIVE,functional,AXI4,16,1000000,1,0.0146,0,1,UVM_MEDIUM,0,2,1,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,hybrid,0,v2.0,128,1.25,power_cycle_test,power_cycle_seq
RUN-000269,sequential_write_test-000269,Sequential_Write,Adaptive,0,16,4,2,BCH,1,16,1000,14,256,48,64,128,32,2048,3,ACTIVE,functional,AXI4,8,2000000,0,0.0,1,1,UVM_HIGH,0,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,1,v1.3,256,1.0,sequential_write_test,sequential_write_seq
RUN-000270,mixed_rw_test-000270,Mixed_RW,Adaptive,1,8,2,4,BCH,1,16,400,16,32,40,16,128,128,2048,2,ACTIVE,stress,AXI4,8,500000,0,0.0,0,1,UVM_LOW,1,2,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,1,v1.2,128,2.5,mixed_rw_test,mixed_rw_seq
RUN-000271,back_to_back_program_test-000271,Back_To_Back_Program,Disabled,0,4,4,2,BCH,0,8,600,12,256,48,16,512,64,1024,3,PASSIVE,regression,AXI4,32,1000000,1,0.0268,0,1,UVM_MEDIUM,2,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,0,v1.2,64,1.6667,back_to_back_program_test,back_to_back_program_seq
RUN-000272,mixed_rw_test-000272,Mixed_RW,WriteThrough,0,4,1,2,LDPC,0,16,400,12,256,40,32,512,64,256,2,ACTIVE,regression,AXI4,16,2000000,0,0.0,1,1,UVM_LOW,1,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,dynamic,1,v2.0,64,2.5,mixed_rw_test,mixed_rw_seq
RUN-000273,power_cycle_test-000273,Power_Cycle,Disabled,0,8,2,2,Disabled,0,4,800,12,64,40,32,256,128,512,1,ACTIVE,functional,AXI4,32,2000000,1,0.0019,1,1,UVM_LOW,1,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,hybrid,1,v1.3,128,1.25,power_cycle_test,power_cycle_seq
RUN-000274,back_to_back_program_test-000274,Back_To_Back_Program,Adaptive,0,2,8,4,LDPC,0,16,400,8,128,32,32,512,128,256,2,ACTIVE,functional,AXI4,16,500000,0,0.0,0,1,UVM_HIGH,1,2,0,-O1 -sv -debug_access+all,+UVM_TESTNAME=auto -cm line+cond+fsm,static,1,v2.0,32,2.5,back_to_back_program_test,back_to_back_program_seq
RUN-000275,random_read_test-000275,Random_Read,Disabled,0,4,1,1,Disabled,1,4,800,15,64,48,128,1024,64,256,3,PASSIVE,functional,AXI4,8,500000,1,0.0381,0,1,UVM_MEDIUM,0,2,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,static,1,v2.0,64,1.25,random_read_test,random_read_seq
RUN-000276,sequential_write_test-000276,Sequential_Write,Adaptive,1,2,8,4,BCH,0,64,600,2,256,40,16,128,32,2048,3,ACTIVE,functional,AXI4,32,1000000,1,0.0143,1,1,UVM_MEDIUM,0,4,1,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,hybrid,0,v1.3,32,1.6667,sequential_write_test,sequential_write_seq
RUN-000277,mixed_rw_test-000277,Mixed_RW,WriteBack,1,1,4,4,Disabled,0,64,600,1,128,48,16,512,128,512,1,PASSIVE,functional,AXI4,16,1000000,0,0.0,1,1,UVM_HIGH,0,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +ntb_random_seed_automatic,static,0,v1.2,16,1.6667,mixed_rw_test,mixed_rw_seq
RUN-000278,garbage_collect_test-000278,Garbage_Collect,WriteThrough,0,32,8,2,LDPC,1,8,1000,12,64,32,8,512,128,256,2,ACTIVE,stress,AXI4,16,2000000,0,0.0,1,1,UVM_HIGH,0,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto -cm line+cond+fsm,hybrid,0,v1.3,512,1.0,garbage_collect_test,garbage_collect_seq
RUN-000279,power_cycle_test-000279,Power_Cycle,WriteThrough,0,32,8,4,LDPC,1,64,800,4,32,48,32,1024,32,1024,4,ACTIVE,regression,AXI4,16,1000000,0,0.0,1,1,UVM_DEBUG,1,4,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,1,v2.0,512,1.25,power_cycle_test,power_cycle_seq
RUN-000280,mixed_rw_test-000280,Mixed_RW,WriteThrough,0,8,4,4,Disabled,1,8,400,0,64,32,64,256,256,1024,2,ACTIVE,functional,AXI4,8,1000000,1,0.0141,0,1,UVM_DEBUG,2,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,hybrid,1,v1.2,128,2.5,mixed_rw_test,mixed_rw_seq
RUN-000281,sequential_write_test-000281,Sequential_Write,WriteBack,0,4,4,4,LDPC,0,4,800,2,128,48,16,256,256,2048,2,ACTIVE,functional,AXI4,32,500000,1,0.0434,1,1,UVM_LOW,0,4,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,hybrid,1,v1.3,64,1.25,sequential_write_test,sequential_write_seq
RUN-000282,mixed_rw_test-000282,Mixed_RW,WriteBack,1,16,2,2,Disabled,0,4,1000,2,64,32,16,256,32,1024,2,ACTIVE,functional,AXI4,8,1000000,0,0.0,1,1,UVM_LOW,0,1,0,-O3 -sv -timescale=1ns/1ps -assert svaext,+UVM_TESTNAME=auto +UVM_MAX_QUIT_COUNT=5,dynamic,0,v1.3,256,1.0,mixed_rw_test,mixed_rw_seq
RUN-000283,erase_suspend_test-000283,Erase_Suspend,WriteThrough,0,16,4,1,BCH,1,16,600,0,128,48,16,256,64,1024,2,ACTIVE,functional,AXI4,32,1000000,1,0.017,0,1,UVM_MEDIUM,1,8,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto -cm line+cond+fsm,hybrid,1,v1.2,256,1.6667,erase_suspend_test,erase_suspend_seq
RUN-000284,garbage_collect_test-000284,Garbage_Collect,WriteThrough,0,64,8,2,BCH,0,16,400,0,128,48,32,128,64,256,2,ACTIVE,regression,AXI4,16,1000000,0,0.0,1,1,UVM_MEDIUM,0,1,0,-O2 -sv -timescale=1ns/1ps,+UVM_TESTNAME=auto +ntb_random_seed_automatic,dynamic,1,v1.3,1024,2.5,garbage_collect_test,garbage_collect_seq
