run_id,sequence_name,seed,rand_mode,constraint_set,rand_addr_base,rand_addr_range_kb,rand_data_pattern,payload_entropy,rand_rw_ratio,rand_opcode_mix,rand_burst_len_mean,rand_packet_len_bytes,rand_delay_min_ns,rand_delay_max_ns,rand_idle_cycles,rand_wait_states,rand_priority_mode,rand_traffic_pattern,rand_workload,rand_order,rand_err_inj_mode,rand_transaction_count
RUN-000315,back_to_back_program_seq,595505670,constrained,default,0x3832f000,4096,checkerboard,0.271,0.17,balanced,29.9,512,17,116,50,3,round_robin,hotspot,oltp,in_order,bitflip,128
RUN-000316,garbage_collect_seq,1218020483,full_random,stress,0x867fe000,256,random,0.745,0.11,rd_heavy,7.9,2048,6,76,37,5,fixed,strided,streaming,in_order,none,32
RUN-000317,back_to_back_program_seq,126569787,constrained,stress,0x581ee000,64,checkerboard,0.353,0.25,wr_heavy,9.8,1024,6,186,35,7,round_robin,sequential,mixed,in_order,stuck_at,256
RUN-000318,back_to_back_program_seq,1345972213,constrained,default,0x5ad48000,4096,incremental,0.27,0.49,balanced,38.9,1024,12,65,36,1,round_robin,random,oltp,in_order,jitter,512
RUN-000319,power_cycle_seq,1539054560,constrained,default,0x7c167000,1024,walking_ones,0.253,0.28,wr_heavy,5.3,1024,13,167,3,5,fixed,random,oltp,in_order,bitflip,256
RUN-000320,sequential_write_seq,1203549501,constrained,stress,0xcb643000,256,incremental,0.147,0.54,rd_heavy,15.0,1024,18,193,16,7,round_robin,sequential,oltp,out_of_order,none,64
RUN-000321,erase_suspend_seq,1677516979,constrained,default,0x84838000,256,walking_ones,0.248,0.12,wr_heavy,63.9,2048,15,93,32,3,fixed,sequential,mixed,out_of_order,none,1024
RUN-000322,sequential_write_seq,502477910,full_random,default,0xa2619000,256,random,0.135,0.61,wr_heavy,43.4,1024,2,200,19,2,fixed,hotspot,oltp,out_of_order,none,128
RUN-000323,power_cycle_seq,1364014109,constrained,stress,0xbd839000,64,random,0.507,0.14,wr_heavy,7.3,1024,17,208,23,6,weighted,random,streaming,in_order,none,1024
RUN-000324,sequential_write_seq,50578320,full_random,stress,0xd80d4000,64,incremental,0.317,0.65,erase_mixed,7.3,1024,9,30,50,3,weighted,sequential,oltp,out_of_order,bitflip,128
RUN-000325,random_read_seq,417917586,constrained,corner,0x992d7000,64,random,0.548,0.42,rd_heavy,52.4,2048,6,55,21,3,weighted,sequential,streaming,in_order,none,512
RUN-000326,erase_suspend_seq,800774233,constrained,default,0x98e6a000,256,incremental,0.855,0.5,rd_heavy,6.9,512,5,62,6,3,round_robin,sequential,mixed,in_order,stuck_at,64
RUN-000327,read_disturb_seq,28553979,constrained,default,0x956cf000,4096,random,0.764,0.88,rd_heavy,22.6,2048,15,175,2,0,weighted,hotspot,oltp,in_order,bitflip,64
RUN-000328,back_to_back_program_seq,2056532228,directed,default,0xd4af5000,64,random,0.74,0.51,rd_heavy,10.5,1024,15,75,5,2,fixed,strided,mixed,in_order,none,256
RUN-000329,sequential_write_seq,1291078460,constrained,corner,0x9f5d3000,1024,checkerboard,0.204,0.75,wr_heavy,6.4,512,9,89,28,3,round_robin,sequential,oltp,out_of_order,none,256
RUN-000330,erase_suspend_seq,1235552661,constrained,default,0x5d0c5000,64,incremental,0.212,0.25,balanced,4.0,512,8,73,57,3,weighted,hotspot,oltp,out_of_order,none,32
RUN-000331,mixed_rw_seq,1239145660,constrained,stress,0x8cc75000,256,random,0.554,0.26,rd_heavy,5.0,4096,16,144,28,5,weighted,sequential,mixed,in_order,bitflip,512
RUN-000332,sequential_write_seq,919199463,constrained,default,0x2a72b000,1024,walking_ones,0.268,0.51,wr_heavy,5.2,512,11,171,33,4,round_robin,random,mixed,in_order,none,512
RUN-000333,garbage_collect_seq,2002749238,constrained,default,0xcd9a1000,64,checkerboard,0.304,0.31,balanced,7.6,4096,17,201,58,6,fixed,random,boot,in_order,none,256
RUN-000334,read_disturb_seq,1587810393,constrained,default,0xc4cfd000,1024,random,0.907,0.45,rd_heavy,13.4,512,8,24,32,4,fixed,random,mixed,out_of_order,stuck_at,16
RUN-000335,mixed_rw_seq,579336414,constrained,corner,0x6d0e8000,64,incremental,0.451,0.33,rd_heavy,12.5,4096,3,185,22,5,fixed,random,boot,out_of_order,bitflip,32
RUN-000336,back_to_back_program_seq,1591888343,constrained,stress,0x572fa000,4096,walking_ones,0.653,0.34,rd_heavy,13.2,2048,5,184,33,1,weighted,random,oltp,in_order,bitflip,256
RUN-000337,read_disturb_seq,624793160,constrained,corner,0x99428000,4096,random,0.653,0.64,balanced,25.3,512,10,42,50,3,weighted,hotspot,boot,out_of_order,jitter,1024
RUN-000338,random_read_seq,1207785624,full_random,corner,0x9dbac000,1024,checkerboard,0.845,0.4,balanced,44.6,1024,18,73,15,4,round_robin,sequential,mixed,out_of_order,none,16
RUN-000339,garbage_collect_seq,646594553,constrained,corner,0x54ae9000,1024,all_zeros,0.193,0.19,balanced,3.1,4096,15,32,47,5,weighted,strided,streaming,in_order,none,256
RUN-000340,garbage_collect_seq,2135130408,directed,stress,0xb40f3000,256,random,0.385,0.43,wr_heavy,15.8,2048,12,63,20,4,weighted,random,mixed,in_order,jitter,64
RUN-000341,sequential_write_seq,7965375,full_random,default,0x4b45e000,1024,random,0.776,0.71,rd_heavy,6.6,1024,8,189,55,0,weighted,sequential,mixed,in_order,stuck_at,32
RUN-000342,mixed_rw_seq,1414471970,directed,default,0x5fa1f000,1024,incremental,0.199,0.43,wr_heavy,7.9,512,9,190,8,1,fixed,sequential,mixed,in_order,none,512
RUN-000343,mixed_rw_seq,914557165,constrained,default,0xed340000,1024,random,0.183,0.2,wr_heavy,21.2,1024,19,160,48,1,round_robin,sequential,streaming,in_order,stuck_at,256
RUN-000344,back_to_back_program_seq,1403395956,constrained,default,0xa8a70000,64,random,0.762,0.65,balanced,5.0,4096,18,121,18,3,weighted,hotspot,streaming,in_order,stuck_at,32
RUN-000345,mixed_rw_seq,1876413364,constrained,default,0xeecf8000,256,checkerboard,0.787,0.49,wr_heavy,3.1,512,19,61,54,2,fixed,strided,oltp,in_order,bitflip,64
RUN-000346,sequential_write_seq,883011851,full_random,corner,0x1c894000,256,random,0.503,0.55,erase_mixed,14.5,1024,10,149,29,2,round_robin,random,streaming,in_order,none,16
RUN-000347,mixed_rw_seq,11093722,constrained,default,0x171cc000,1024,random,0.812,0.14,balanced,13.2,4096,9,54,60,1,weighted,random,boot,in_order,none,512
RUN-000348,mixed_rw_seq,1409267113,constrained,default,0x6f0e9000,64,incremental,0.828,0.19,rd_heavy,49.7,4096,10,44,25,1,round_robin,sequential,streaming,out_of_order,bitflip,128
RUN-000349,read_disturb_seq,1475589661,full_random,corner,0x8e83d000,64,walking_ones,0.641,0.74,erase_mixed,42.8,512,17,129,49,0,fixed,strided,oltp,out_of_order,none,1024
RUN-000350,sequential_write_seq,561247938,constrained,default,0xe0046000,4096,random,0.393,0.39,wr_heavy,14.9,4096,15,148,55,2,weighted,sequential,boot,in_order,none,512
RUN-000351,power_cycle_seq,172035291,constrained,default,0xb6840000,256,all_zeros,0.443,0.35,balanced,15.4,512,1,44,59,0,weighted,random,oltp,in_order,bitflip,1024
RUN-000352,random_read_seq,458872425,full_random,corner,0x2d96e000,1024,checkerboard,0.676,0.68,erase_mixed,6.9,2048,10,123,17,2,fixed,strided,oltp,out_of_order,jitter,512
RUN-000353,garbage_collect_seq,449746651,full_random,default,0xaa16e000,256,random,0.687,0.12,balanced,60.3,1024,11,60,2,5,weighted,random,streaming,in_order,bitflip,256
RUN-000354,erase_suspend_seq,1805979514,constrained,default,0xe4693000,4096,random,0.538,0.29,wr_heavy,6.1,2048,1,81,31,5,weighted,sequential,streaming,in_order,jitter,128
RUN-000355,mixed_rw_seq,1877295246,constrained,default,0x6903d000,256,all_zeros,0.496,0.74,balanced,41.4,1024,5,44,17,5,weighted,strided,oltp,out_of_order,stuck_at,1024
RUN-000356,garbage_collect_seq,1062395435,full_random,default,0x5dec0000,4096,random,0.846,0.71,erase_mixed,6.7,1024,19,182,51,2,weighted,strided,oltp,out_of_order,stuck_at,16
RUN-000357,back_to_back_program_seq,1957974782,constrained,stress,0xb2a21000,256,incremental,0.51,0.51,balanced,3.2,512,14,89,48,3,weighted,random,streaming,out_of_order,stuck_at,128
RUN-000358,back_to_back_program_seq,526661273,constrained,stress,0x335a2000,64,all_zeros,0.298,0.31,balanced,7.6,1024,1,74,1,0,weighted,strided,streaming,in_order,jitter,128
RUN-000359,back_to_back_program_seq,1379864229,full_random,corner,0x5ca81000,1024,incremental,0.386,0.42,rd_heavy,6.7,512,1,90,56,3,weighted,random,streaming,out_of_order,none,64
RUN-000360,read_disturb_seq,469176941,full_random,default,0x76240000,256,all_zeros,0.286,0.53,balanced,13.5,512,10,157,62,1,round_robin,strided,mixed,in_order,jitter,16
RUN-000361,power_cycle_seq,1264655159,constrained,default,0xfffa9000,4096,incremental,0.316,0.74,balanced,55.9,2048,1,196,44,3,fixed,random,oltp,in_order,bitflip,64
RUN-000362,erase_suspend_seq,1399953694,constrained,corner,0x6d1ed000,256,random,0.393,0.66,wr_heavy,25.6,4096,14,196,37,5,weighted,strided,mixed,in_order,none,128
RUN-000363,power_cycle_seq,661803473,full_random,default,0xb283f000,1024,incremental,0.593,0.23,rd_heavy,19.6,512,12,70,47,4,fixed,sequential,boot,in_order,none,128
RUN-000364,sequential_write_seq,183582513,constrained,default,0x939d8000,1024,random,0.737,0.47,erase_mixed,13.6,1024,10,109,55,1,weighted,hotspot,mixed,out_of_order,none,64
RUN-000365,read_disturb_seq,1705031233,constrained,corner,0x2b89a000,4096,walking_ones,0.634,0.73,rd_heavy,12.4,4096,2,108,17,6,weighted,random,mixed,in_order,none,1024
RUN-000366,power_cycle_seq,2075092491,constrained,stress,0x9d8d8000,256,random,0.342,0.13,erase_mixed,5.7,512,19,63,30,2,fixed,strided,mixed,in_order,jitter,32
RUN-000367,power_cycle_seq,1890015405,constrained,corner,0x7a7cf000,64,walking_ones,0.624,0.73,rd_heavy,2.6,2048,17,193,35,1,fixed,sequential,mixed,out_of_order,none,32
RUN-000368,erase_suspend_seq,711887040,constrained,default,0xe731b000,4096,random,0.477,0.46,wr_heavy,3.1,1024,16,187,62,1,fixed,sequential,streaming,out_of_order,bitflip,512
RUN-000369,mixed_rw_seq,524871236,constrained,default,0x6ba77000,4096,random,0.594,0.46,balanced,19.6,1024,0,187,3,3,fixed,strided,mixed,in_order,none,512
RUN-000370,mixed_rw_seq,145111162,full_random,corner,0x4d2be000,4096,random,0.322,0.33,wr_heavy,5.0,512,5,183,39,0,fixed,random,mixed,in_order,stuck_at,256
RUN-000371,random_read_seq,270930418,constrained,default,0xb6040000,1024,all_zeros,0.335,0.39,rd_heavy,51.2,512,8,151,34,6,weighted,strided,mixed,out_of_order,none,256
RUN-000372,sequential_write_seq,812155542,constrained,corner,0x0092b000,64,random,0.934,0.13,wr_heavy,28.6,4096,0,163,56,2,fixed,hotspot,mixed,out_of_order,jitter,128
RUN-000373,erase_suspend_seq,299445117,constrained,stress,0xf9843000,256,checkerboard,0.134,0.76,wr_heavy,6.7,2048,5,100,37,2,round_robin,sequential,mixed,in_order,stuck_at,32
RUN-000374,garbage_collect_seq,943828303,full_random,stress,0x10b79000,64,random,0.785,0.66,balanced,60.6,2048,6,157,9,3,fixed,sequential,oltp,in_order,bitflip,64
RUN-000375,random_read_seq,983631723,constrained,stress,0xb1644000,256,random,0.873,0.12,balanced,5.7,512,9,36,2,4,weighted,strided,oltp,in_order,stuck_at,256
RUN-000376,back_to_back_program_seq,106793137,constrained,default,0x6d12b000,1024,walking_ones,0.421,0.36,rd_heavy,22.9,1024,0,16,19,3,weighted,hotspot,oltp,in_order,none,256
RUN-000377,mixed_rw_seq,1731920688,full_random,default,0x19fdd000,64,random,0.621,0.39,wr_heavy,13.2,1024,19,69,56,0,fixed,strided,oltp,out_of_order,stuck_at,64
RUN-000378,random_read_seq,373615846,directed,default,0x56756000,64,incremental,0.474,0.5,rd_heavy,13.8,4096,19,179,26,7,weighted,random,oltp,in_order,bitflip,128
RUN-000379,mixed_rw_seq,662929477,constrained,default,0x2ac58000,1024,checkerboard,0.687,0.61,balanced,27.5,512,7,176,41,1,weighted,hotspot,streaming,in_order,bitflip,256
RUN-000380,garbage_collect_seq,1965441076,constrained,default,0xffcac000,64,incremental,0.958,0.89,erase_mixed,21.6,2048,9,168,18,5,weighted,strided,streaming,in_order,none,32
RUN-000381,sequential_write_seq,785281742,constrained,default,0x63ced000,256,incremental,0.568,0.74,balanced,20.5,1024,2,66,7,0,weighted,random,oltp,out_of_order,none,512
RUN-000382,power_cycle_seq,52807690,constrained,stress,0x6d6e3000,256,walking_ones,0.889,0.41,balanced,15.5,512,16,80,1,4,fixed,hotspot,streaming,in_order,stuck_at,128
RUN-000383,garbage_collect_seq,1730658320,constrained,stress,0xca587000,256,all_zeros,0.112,0.45,wr_heavy,15.6,512,15,26,1,6,round_robin,sequential,boot,out_of_order,stuck_at,512
RUN-000384,random_read_seq,591744548,constrained,stress,0x7642c000,1024,incremental,0.602,0.14,wr_heavy,12.8,2048,16,57,8,5,weighted,strided,streaming,in_order,none,1024
RUN-000385,back_to_back_program_seq,1584361973,full_random,stress,0x11f69000,256,random,0.487,0.39,rd_heavy,8.0,512,18,203,33,2,weighted,sequential,oltp,in_order,stuck_at,512
RUN-000386,erase_suspend_seq,1891118037,constrained,default,0x5b5c3000,256,random,0.434,0.49,erase_mixed,23.1,4096,12,161,36,7,round_robin,random,oltp,out_of_order,none,512
RUN-000387,random_read_seq,1019606889,full_random,default,0x96e00000,64,walking_ones,0.556,0.34,balanced,13.8,2048,0,159,48,4,fixed,strided,mixed,in_order,bitflip,64
RUN-000388,back_to_back_program_seq,1288926190,constrained,default,0x6346c000,4096,walking_ones,0.471,0.6,wr_heavy,19.7,1024,13,199,55,1,fixed,sequential,mixed,in_order,none,16
RUN-000389,power_cycle_seq,1078035208,constrained,default,0x9b8e8000,64,random,0.412,0.5,rd_heavy,27.9,2048,2,123,53,0,fixed,sequential,streaming,out_of_order,none,1024
RUN-000390,back_to_back_program_seq,2132093327,constrained,default,0xda89e000,256,random,0.291,0.44,rd_heavy,11.1,2048,8,158,29,7,round_robin,strided,mixed,out_of_order,none,128
RUN-000391,sequential_write_seq,529569822,full_random,stress,0x123d6000,64,checkerboard,0.741,0.78,rd_heavy,2.6,1024,2,90,48,4,fixed,hotspot,mixed,in_order,none,512
RUN-000392,mixed_rw_seq,830167988,constrained,default,0x7c760000,256,random,0.138,0.62,erase_mixed,3.4,4096,6,137,31,3,weighted,sequential,streaming,out_of_order,bitflip,32
RUN-000393,sequential_write_seq,1701453283,constrained,stress,0x209ad000,256,checkerboard,0.89,0.45,rd_heavy,20.3,1024,3,48,34,0,round_robin,random,streaming,in_order,stuck_at,64
RUN-000394,random_read_seq,1831415713,full_random,default,0x7c637000,64,random,0.072,0.53,balanced,6.0,512,18,122,10,3,fixed,random,streaming,out_of_order,none,256
RUN-000395,sequential_write_seq,703646109,full_random,corner,0xb2886000,1024,checkerboard,0.885,0.61,balanced,15.2,512,10,171,46,6,fixed,strided,mixed,out_of_order,none,64
RUN-000396,mixed_rw_seq,1255428459,full_random,default,0xc61b3000,1024,walking_ones,0.672,0.2,erase_mixed,6.1,4096,17,136,15,1,round_robin,random,streaming,out_of_order,jitter,512
RUN-000397,power_cycle_seq,2140619935,constrained,corner,0x533ec000,1024,random,0.526,0.51,balanced,10.5,1024,6,32,19,3,weighted,random,streaming,in_order,bitflip,32
RUN-000398,erase_suspend_seq,995941395,directed,default,0x82553000,1024,walking_ones,0.306,0.4,rd_heavy,4.9,4096,18,133,33,5,weighted,random,oltp,out_of_order,none,128
RUN-000399,sequential_write_seq,1018186084,constrained,default,0x53b2e000,64,checkerboard,0.595,0.64,rd_heavy,14.1,512,13,203,61,4,weighted,sequential,oltp,in_order,bitflip,32
RUN-000400,power_cycle_seq,508070380,constrained,stress,0xdb34c000,256,random,0.438,0.2,rd_heavy,5.8,1024,11,124,27,0,weighted,random,mixed,in_order,stuck_at,512
RUN-000401,back_to_back_program_seq,1244499868,constrained,corner,0x6d7c1000,64,all_zeros,0.273,0.77,rd_heavy,3.5,512,13,70,48,6,fixed,sequential,oltp,in_order,none,16
RUN-000402,read_disturb_seq,487882569,constrained,default,0xa8cb5000,256,walking_ones,0.791,0.29,erase_mixed,50.8,1024,5,17,61,4,fixed,random,boot,in_order,jitter,256
RUN-000403,back_to_back_program_seq,1199391337,constrained,corner,0xad2ec000,256,checkerboard,0.418,0.49,wr_heavy,6.3,1024,3,101,19,1,fixed,strided,streaming,in_order,none,32
RUN-000404,random_read_seq,2066043897,constrained,corner,0xd3af6000,256,random,0.692,0.61,erase_mixed,46.4,2048,1,31,6,2,fixed,strided,oltp,in_order,jitter,32
RUN-000405,read_disturb_seq,1577187609,constrained,default,0x9e0b7000,4096,all_zeros,0.638,0.12,wr_heavy,4.9,512,11,50,38,4,fixed,sequential,boot,in_order,none,64
RUN-000406,back_to_back_program_seq,1246884496,constrained,default,0x314e5000,4096,random,0.521,0.82,erase_mixed,30.8,1024,6,40,43,2,fixed,strided,mixed,out_of_order,none,128
RUN-000407,erase_suspend_seq,1863827971,constrained,default,0x83527000,1024,random,0.186,0.25,wr_heavy,15.3,1024,19,157,52,5,weighted,hotspot,mixed,in_order,none,64
RUN-000408,back_to_back_program_seq,1769484356,constrained,stress,0xab85e000,4096,incremental,0.38,0.79,balanced,53.9,1024,6,186,52,0,round_robin,hotspot,oltp,out_of_order,jitter,256
RUN-000409,garbage_collect_seq,285700901,constrained,default,0xbea93000,64,incremental,0.236,0.16,rd_heavy,24.2,512,18,186,17,6,weighted,random,oltp,out_of_order,jitter,128
RUN-000410,back_to_back_program_seq,1385058396,constrained,corner,0x644c2000,1024,all_zeros,0.346,0.59,balanced,15.2,512,15,51,40,2,weighted,strided,boot,in_order,none,128
RUN-000411,power_cycle_seq,93823127,full_random,default,0x3c5ab000,256,random,0.508,0.62,wr_heavy,25.7,1024,19,204,42,2,fixed,random,oltp,out_of_order,none,1024
RUN-000412,mixed_rw_seq,1715276575,constrained,default,0x698d1000,256,random,0.253,0.28,rd_heavy,14.3,1024,19,102,51,6,weighted,sequential,oltp,in_order,jitter,32
RUN-000413,random_read_seq,1300776309,full_random,default,0xe9b31000,256,random,0.227,0.18,rd_heavy,3.2,512,16,111,5,3,weighted,sequential,oltp,in_order,bitflip,128
RUN-000414,random_read_seq,1355918602,constrained,default,0x3d358000,64,random,0.691,0.17,rd_heavy,27.2,2048,3,147,15,2,fixed,sequential,streaming,in_order,none,16
RUN-000415,random_read_seq,528327790,full_random,default,0x0b50e000,64,checkerboard,0.179,0.57,balanced,5.6,2048,7,30,25,4,weighted,strided,oltp,in_order,jitter,256
RUN-000416,back_to_back_program_seq,120365575,constrained,default,0x07424000,1024,walking_ones,0.602,0.18,balanced,12.8,4096,7,88,55,1,weighted,sequential,oltp,in_order,bitflip,128
RUN-000417,garbage_collect_seq,354600723,constrained,corner,0x26df5000,64,walking_ones,0.35,0.27,erase_mixed,12.0,512,2,158,53,0,round_robin,hotspot,mixed,in_order,none,128
RUN-000418,mixed_rw_seq,852366264,full_random,default,0x928b2000,64,checkerboard,0.41,0.36,balanced,3.1,2048,16,58,31,1,weighted,hotspot,mixed,in_order,none,256
RUN-000419,random_read_seq,352265883,constrained,corner,0xc40e7000,64,walking_ones,0.564,0.59,balanced,3.7,2048,3,19,36,7,fixed,random,oltp,out_of_order,stuck_at,256
RUN-000420,mixed_rw_seq,1920514704,constrained,corner,0x1a06a000,64,random,0.29,0.42,erase_mixed,3.5,4096,1,125,0,3,weighted,random,mixed,in_order,none,128
RUN-000421,sequential_write_seq,2123731324,constrained,default,0x1c412000,256,incremental,0.352,0.63,balanced,5.1,1024,13,25,25,3,weighted,random,streaming,in_order,none,512
RUN-000422,garbage_collect_seq,1808513361,constrained,stress,0xe5f24000,1024,random,0.858,0.37,wr_heavy,6.4,1024,11,153,16,1,fixed,hotspot,streaming,in_order,none,512
RUN-000423,erase_suspend_seq,1197314242,full_random,corner,0x2018b000,64,incremental,0.138,0.11,rd_heavy,22.7,1024,15,25,58,5,weighted,strided,mixed,in_order,bitflip,16
RUN-000424,mixed_rw_seq,608742304,constrained,default,0x693f4000,64,random,0.676,0.85,rd_heavy,3.3,1024,11,136,35,5,round_robin,strided,boot,out_of_order,bitflip,1024
RUN-000425,random_read_seq,995160864,constrained,default,0x4da37000,1024,checkerboard,0.187,0.41,erase_mixed,3.8,4096,8,182,34,6,round_robin,strided,streaming,in_order,stuck_at,64
RUN-000426,power_cycle_seq,1081738956,full_random,default,0xb094c000,256,random,0.865,0.43,wr_heavy,9.7,512,7,80,23,1,fixed,sequential,oltp,in_order,jitter,256
RUN-000427,erase_suspend_seq,174031298,full_random,corner,0xb6fcc000,256,incremental,0.332,0.47,wr_heavy,13.4,2048,12,20,36,1,weighted,random,oltp,in_order,jitter,32
RUN-000428,erase_suspend_seq,288751254,constrained,stress,0x02790000,64,random,0.413,0.22,balanced,15.9,4096,16,115,40,2,fixed,sequential,oltp,out_of_order,bitflip,512
RUN-000429,back_to_back_program_seq,2059511547,constrained,default,0x80363000,256,checkerboard,0.382,0.88,wr_heavy,2.9,4096,1,14,20,6,weighted,random,boot,in_order,none,128
RUN-000430,sequential_write_seq,1564205633,constrained,default,0x753aa000,1024,checkerboard,0.364,0.28,rd_heavy,3.1,1024,4,14,28,4,weighted,random,oltp,in_order,none,32
RUN-000431,sequential_write_seq,167441828,constrained,default,0xc07cb000,4096,random,0.32,0.82,rd_heavy,3.1,4096,16,95,15,3,weighted,strided,oltp,out_of_order,none,256
RUN-000432,sequential_write_seq,1919510313,constrained,default,0x6da98000,4096,random,0.426,0.19,rd_heavy,14.7,512,3,105,52,2,weighted,sequential,mixed,out_of_order,jitter,128
RUN-000433,back_to_back_program_seq,98355663,full_random,corner,0x65f8b000,1024,random,0.525,0.89,wr_heavy,19.8,1024,4,38,53,6,fixed,random,mixed,out_of_order,none,32
RUN-000434,mixed_rw_seq,1614102316,constrained,default,0x4c855000,4096,all_zeros,0.582,0.39,wr_heavy,11.8,1024,9,195,29,7,weighted,sequential,streaming,out_of_order,bitflip,32
RUN-000435,power_cycle_seq,1933379240,constrained,stress,0x8c634000,4096,random,0.428,0.73,rd_heavy,13.9,2048,16,107,41,5,round_robin,random,oltp,out_of_order,none,512
RUN-000436,back_to_back_program_seq,180853861,constrained,corner,0xc7ba5000,256,random,0.806,0.5,rd_heavy,7.7,2048,3,54,40,2,weighted,strided,oltp,out_of_order,bitflip,512
RUN-000437,mixed_rw_seq,1691699610,constrained,default,0xf5ecf000,4096,walking_ones,0.361,0.18,rd_heavy,11.6,2048,1,117,3,0,round_robin,random,oltp,out_of_order,stuck_at,256
RUN-000438,back_to_back_program_seq,1936492231,full_random,default,0x2c810000,64,random,0.727,0.53,balanced,10.5,2048,6,53,57,7,fixed,random,mixed,out_of_order,none,32
RUN-000439,back_to_back_program_seq,243072547,constrained,corner,0x83062000,4096,random,0.259,0.14,balanced,22.4,1024,4,22,7,5,round_robin,strided,streaming,in_order,none,16
RUN-000440,garbage_collect_seq,1440803986,constrained,default,0xff933000,4096,incremental,0.696,0.65,rd_heavy,7.1,2048,5,118,61,4,weighted,random,mixed,out_of_order,bitflip,512
RUN-000441,sequential_write_seq,264714475,constrained,default,0xd0fe6000,64,walking_ones,0.29,0.24,erase_mixed,5.2,4096,9,92,51,6,weighted,hotspot,streaming,in_order,bitflip,512
RUN-000442,back_to_back_program_seq,1906412234,constrained,default,0x69bf0000,4096,walking_ones,0.446,0.86,erase_mixed,12.6,2048,4,185,63,3,weighted,strided,oltp,in_order,none,512
RUN-000443,random_read_seq,1571898511,constrained,default,0xb4a44000,1024,checkerboard,0.248,0.3,wr_heavy,3.0,2048,9,120,63,1,round_robin,strided,streaming,out_of_order,none,64
RUN-000444,erase_suspend_seq,1325140627,constrained,default,0xfab05000,256,random,0.271,0.33,wr_heavy,29.9,4096,9,60,47,4,fixed,random,boot,out_of_order,none,128
RUN-000445,sequential_write_seq,541509074,full_random,corner,0x39279000,4096,random,0.57,0.28,rd_heavy,12.2,512,5,48,36,2,round_robin,random,streaming,in_order,none,64
RUN-000446,power_cycle_seq,1080590438,constrained,default,0xb0046000,64,random,0.615,0.48,balanced,15.3,1024,1,58,33,5,weighted,random,oltp,in_order,jitter,32
RUN-000447,random_read_seq,241115417,constrained,corner,0xfeb18000,1024,random,0.659,0.21,rd_heavy,5.4,512,4,59,4,2,fixed,sequential,mixed,in_order,none,512
RUN-000448,garbage_collect_seq,840132035,full_random,default,0x18aa0000,4096,incremental,0.358,0.76,rd_heavy,3.0,2048,6,138,31,0,weighted,strided,streaming,in_order,none,128
RUN-000449,sequential_write_seq,58193451,constrained,default,0x84c89000,1024,random,0.421,0.52,rd_heavy,3.1,2048,2,50,41,5,round_robin,sequential,streaming,out_of_order,none,256
RUN-000450,garbage_collect_seq,2027441372,constrained,corner,0x69150000,4096,incremental,0.551,0.29,rd_heavy,19.8,2048,1,160,55,4,weighted,random,mixed,in_order,stuck_at,64
RUN-000451,mixed_rw_seq,813656992,full_random,default,0x554e6000,64,incremental,0.347,0.62,wr_heavy,62.5,512,11,44,15,4,weighted,sequential,mixed,in_order,none,32
RUN-000452,read_disturb_seq,827335600,constrained,default,0x8eaaf000,64,random,0.484,0.18,balanced,2.8,2048,13,137,59,6,fixed,hotspot,streaming,in_order,bitflip,256
RUN-000453,back_to_back_program_seq,855128217,constrained,default,0x8a5e1000,4096,incremental,0.701,0.11,wr_heavy,14.4,2048,18,147,15,1,weighted,random,oltp,in_order,none,64
RUN-000454,sequential_write_seq,1749554400,constrained,corner,0x49005000,4096,checkerboard,0.513,0.73,balanced,30.2,1024,15,99,41,3,weighted,strided,streaming,out_of_order,bitflip,128
RUN-000455,random_read_seq,259736331,constrained,default,0xcee17000,256,random,0.446,0.89,rd_heavy,11.4,1024,12,22,17,2,round_robin,random,mixed,in_order,stuck_at,128
RUN-000456,sequential_write_seq,1834969701,full_random,default,0xd03c0000,64,checkerboard,0.872,0.76,wr_heavy,26.7,2048,6,111,58,0,weighted,strided,mixed,in_order,bitflip,128
RUN-000457,power_cycle_seq,839139653,constrained,default,0x1c03a000,4096,random,0.547,0.56,rd_heavy,48.3,1024,5,198,12,7,round_robin,random,oltp,out_of_order,jitter,64
RUN-000458,back_to_back_program_seq,31838863,constrained,default,0xd3306000,1024,checkerboard,0.536,0.69,wr_heavy,47.1,1024,2,122,21,7,fixed,strided,boot,out_of_order,stuck_at,512
RUN-000459,back_to_back_program_seq,72640638,constrained,stress,0x6b7cb000,1024,random,0.899,0.86,rd_heavy,3.7,512,0,9,49,4,fixed,sequential,mixed,out_of_order,none,16
RUN-000460,power_cycle_seq,245602291,constrained,corner,0x8e509000,64,random,0.466,0.45,balanced,3.2,1024,10,124,29,2,fixed,random,mixed,in_order,bitflip,1024
RUN-000461,garbage_collect_seq,767107704,constrained,default,0xbcab1000,64,incremental,0.279,0.31,balanced,15.1,2048,17,206,47,6,weighted,sequential,oltp,in_order,stuck_at,64
RUN-000462,random_read_seq,373795277,constrained,corner,0xe2941000,64,random,0.537,0.18,balanced,56.7,2048,6,201,55,3,weighted,strided,oltp,out_of_order,none,256
RUN-000463,back_to_back_program_seq,667145792,full_random,default,0x842b1000,1024,random,0.566,0.19,rd_heavy,6.2,1024,10,175,46,5,weighted,random,boot,in_order,none,256
RUN-000464,mixed_rw_seq,1456196900,full_random,stress,0xde273000,256,checkerboard,0.491,0.55,erase_mixed,14.7,2048,9,81,43,2,fixed,random,oltp,in_order,bitflip,1024
