run_id,access_time_ns,access_type,block,reg_name,reg_addr,reg_value,expected_value,field_name,field_value,status,mem_block_id
RUN-001291,8333,WRITE,csr,INT_STATUS,0x0010,0x87ef174e,0x87ef174e,int_status_field2,5,OK,1
RUN-001291,10024,READ,csr,TIMEOUT_CFG,0x001c,0x3d8bcee8,0x3d8bcee8,timeout_cfg_field0,15,OK,0
RUN-001291,4249,READ,csr,ECC_CFG,0x0014,0x9be023ba,0x9be023ba,ecc_cfg_field0,7,OK,2
RUN-001291,8770,WRITE,csr,STATUS,0x0008,0x99b936bd,0x99b936bd,status_field2,2,OK,0
RUN-001292,1674,WRITE,csr,FIFO_LEVEL,0x0018,0x3927d05f,0x3927d05f,fifo_level_field3,7,OK,0
RUN-001292,3543,READ,csr,CTRL0,0x0000,0x1c275cd7,0x1c275cd7,ctrl0_field3,13,OK,1
RUN-001292,3578,WRITE,csr,FIFO_LEVEL,0x0018,0xccf4e71d,0xccf4e71d,fifo_level_field2,2,OK,1
RUN-001292,4177,WRITE,csr,CTRL0,0x0000,0x3d9a8808,0x3d9a8808,ctrl0_field0,1,OK,1
RUN-001293,25406,WRITE,csr,CTRL1,0x0004,0xf75128f6,0xf75128f6,ctrl1_field1,11,OK,3
RUN-001293,13223,WRITE,csr,STATUS,0x0008,0x3e38d395,0x3e38d395,status_field3,15,OK,0
RUN-001293,12428,READ,csr,INT_MASK,0x000c,0x28d24abf,0x28d24abf,int_mask_field0,15,OK,2
RUN-001293,10420,WRITE,csr,PERF_CNT1,0x0024,0x54f94166,0x54f94166,perf_cnt1_field1,6,OK,3
RUN-001294,7567,READ,csr,CTRL0,0x0000,0xf03aafad,0xf03aafad,ctrl0_field3,0,OK,0
RUN-001294,5147,READ,csr,INT_STATUS,0x0010,0x375ca4d3,0x375ca4d3,int_status_field0,15,OK,0
RUN-001294,1115,READ,csr,INT_MASK,0x000c,0x0d2d3719,0x0d2d3719,int_mask_field2,13,OK,0
RUN-001294,10343,READ,csr,STATUS,0x0008,0x6cbc3646,0x6cbc3646,status_field1,8,OK,0
RUN-001295,10998,WRITE,csr,TIMEOUT_CFG,0x001c,0xcf5742ec,0xcf5742ec,timeout_cfg_field2,14,OK,1
RUN-001295,11813,WRITE,csr,INT_STATUS,0x0010,0x116984a3,0x116984a3,int_status_field0,5,OK,1
RUN-001295,35030,WRITE,csr,INT_MASK,0x000c,0x90b207d7,0x90b207d7,int_mask_field3,6,OK,0
RUN-001295,17129,WRITE,csr,INT_MASK,0x000c,0xab758b73,0xab758b73,int_mask_field1,11,OK,1
RUN-001296,28071,WRITE,csr,STATUS,0x0008,0xeb185179,0xeb185179,status_field2,3,OK,1
RUN-001296,3038,WRITE,csr,CTRL1,0x0004,0x3b8f12a4,0x3b8f12a4,ctrl1_field0,10,OK,1
RUN-001296,44953,READ,csr,TIMEOUT_CFG,0x001c,0x0ae39d1d,0x0ae39d1d,timeout_cfg_field0,11,OK,1
RUN-001296,7816,WRITE,csr,PERF_CNT0,0x0020,0x05c9f211,0x05c9f211,perf_cnt0_field0,4,OK,1
RUN-001297,10724,WRITE,csr,INT_STATUS,0x0010,0x5b9c1b2d,0x5b9c1b2d,int_status_field0,3,OK,0
RUN-001297,34169,READ,csr,STATUS,0x0008,0xd104163b,0xd104163b,status_field1,11,OK,0
RUN-001297,23596,READ,csr,PERF_CNT1,0x0024,0x0d530f7a,0x0d530f7a,perf_cnt1_field3,2,OK,1
RUN-001297,8693,WRITE,csr,STATUS,0x0008,0x163736e6,0x163736e6,status_field0,8,OK,0
RUN-001298,29127,WRITE,csr,CTRL1,0x0004,0x0d017cb0,0x0d017cb0,ctrl1_field2,9,OK,3
RUN-001298,3748,READ,csr,CTRL1,0x0004,0xaa0cfefb,0xaa0cfefb,ctrl1_field0,15,OK,2
RUN-001298,48235,WRITE,csr,INT_STATUS,0x0010,0xdb5b8ab2,0xdb5b8ab2,int_status_field1,11,OK,1
RUN-001298,3527,WRITE,csr,TIMEOUT_CFG,0x001c,0x09562783,0x09562783,timeout_cfg_field1,10,OK,2
RUN-001299,95286,READ,csr,TIMEOUT_CFG,0x001c,0xb33053b4,0xb33053b4,timeout_cfg_field1,9,OK,1
RUN-001299,130289,READ,csr,INT_STATUS,0x0010,0x80707179,0x80707179,int_status_field3,6,OK,0
RUN-001299,32741,WRITE,csr,ECC_CFG,0x0014,0x98310685,0x98310685,ecc_cfg_field0,5,OK,0
RUN-001299,48300,READ,csr,CTRL1,0x0004,0x3088343b,0x3088343b,ctrl1_field2,1,OK,1
RUN-001300,2292,WRITE,csr,INT_STATUS,0x0010,0x7fad0bd4,0x7fad0bd4,int_status_field3,8,OK,1
RUN-001300,2335,READ,csr,CTRL0,0x0000,0x0f59553c,0x0f59553c,ctrl0_field1,9,OK,1
RUN-001300,1735,READ,csr,INT_MASK,0x000c,0x09b89159,0x09b89159,int_mask_field0,6,OK,1
RUN-001300,4638,WRITE,csr,STATUS,0x0008,0x3fc7f417,0x3fc7f417,status_field0,12,OK,0
RUN-001301,3479,READ,csr,PERF_CNT0,0x0020,0x7a9988c1,0x7a9988c1,perf_cnt0_field3,4,OK,0
RUN-001301,1715,READ,csr,INT_MASK,0x000c,0xd777ad08,0xd777ad08,int_mask_field1,15,OK,0
RUN-001301,3608,WRITE,csr,INT_MASK,0x000c,0x354eb769,0x354eb769,int_mask_field1,14,OK,0
RUN-001301,2851,WRITE,csr,PERF_CNT0,0x0020,0x8e966fe2,0x8e966fe2,perf_cnt0_field0,14,OK,1
RUN-001302,2281,WRITE,csr,CTRL1,0x0004,0x103deae9,0x103deae9,ctrl1_field1,12,OK,1
RUN-001302,2122,READ,csr,ECC_CFG,0x0014,0x8d36e5d2,0x8d36e5d2,ecc_cfg_field1,14,OK,1
RUN-001302,3865,WRITE,csr,INT_STATUS,0x0010,0xe820b000,0xe820b000,int_status_field0,2,OK,1
RUN-001302,9635,READ,csr,CTRL1,0x0004,0xcfb2f2e3,0xcfb2f2e3,ctrl1_field3,11,OK,0
RUN-001303,2597,READ,csr,ECC_CFG,0x0014,0x352fc7cd,0x352fc7cd,ecc_cfg_field1,12,OK,0
RUN-001303,3854,READ,csr,ECC_CFG,0x0014,0x2da4f45f,0x2da4f45f,ecc_cfg_field2,5,OK,0
RUN-001303,2890,WRITE,csr,TIMEOUT_CFG,0x001c,0xb786cc01,0xb786cc01,timeout_cfg_field0,5,OK,1
RUN-001303,2768,WRITE,csr,CTRL0,0x0000,0x0b3e854e,0x0b3e854e,ctrl0_field1,1,OK,0
RUN-001304,5458,WRITE,csr,CTRL0,0x0000,0x7af59738,0x7af59738,ctrl0_field0,12,OK,0
RUN-001304,18398,READ,csr,INT_MASK,0x000c,0x851dfee3,0x851dfee3,int_mask_field2,7,OK,1
RUN-001304,20845,READ,csr,INT_MASK,0x000c,0x2e900e71,0x2e900e71,int_mask_field2,1,OK,1
RUN-001304,53695,WRITE,csr,INT_STATUS,0x0010,0xb5c579d3,0xb5c579d2,int_status_field0,9,MISMATCH,0
RUN-001305,11423,READ,csr,INT_MASK,0x000c,0x488ae7af,0x488ae7af,int_mask_field2,15,OK,0
RUN-001305,14794,WRITE,csr,PERF_CNT0,0x0020,0xfe382fac,0xfe382fac,perf_cnt0_field1,13,OK,0
RUN-001305,10279,READ,csr,TIMEOUT_CFG,0x001c,0x365ed30f,0x365ed30f,timeout_cfg_field2,9,OK,0
RUN-001305,8278,READ,csr,CTRL1,0x0004,0xbbcc8216,0xbbcc8216,ctrl1_field1,1,OK,0
RUN-001306,24380,WRITE,csr,ECC_CFG,0x0014,0xd1f72557,0xd1f72557,ecc_cfg_field2,2,OK,3
RUN-001306,26234,READ,csr,CTRL1,0x0004,0x8f263ba1,0x8f263ba1,ctrl1_field2,3,OK,0
RUN-001306,19990,WRITE,csr,PERF_CNT1,0x0024,0xefa5405c,0xefa5405c,perf_cnt1_field1,10,OK,1
RUN-001306,20649,WRITE,csr,CTRL1,0x0004,0x431bbb6b,0x431bbb6b,ctrl1_field2,11,OK,1
RUN-001307,2522,READ,csr,PERF_CNT0,0x0020,0x29f38fb2,0x29f38fb2,perf_cnt0_field3,14,OK,1
RUN-001307,1885,WRITE,csr,CTRL1,0x0004,0xf09076a2,0xf09076a2,ctrl1_field1,9,OK,2
RUN-001307,2860,WRITE,csr,STATUS,0x0008,0x6fa137a0,0x6fa137a0,status_field3,13,OK,3
RUN-001307,2592,WRITE,csr,INT_STATUS,0x0010,0x49de31ca,0x49de31ca,int_status_field1,11,OK,1
RUN-001308,13475,WRITE,csr,CTRL1,0x0004,0x6103f576,0x6103f576,ctrl1_field2,4,OK,1
RUN-001308,6268,READ,csr,PERF_CNT0,0x0020,0xcc1300ec,0xcc1300ec,perf_cnt0_field0,6,OK,3
RUN-001308,7292,WRITE,csr,STATUS,0x0008,0xd212bb85,0xd212bb85,status_field2,8,OK,1
RUN-001308,10673,READ,csr,CTRL1,0x0004,0x5fd342da,0x5fd342da,ctrl1_field3,11,OK,3
RUN-001309,23629,WRITE,csr,INT_STATUS,0x0010,0xab28c40e,0xab28c40e,int_status_field0,13,OK,0
RUN-001309,7799,WRITE,csr,STATUS,0x0008,0x2a2d3849,0x2a2d3849,status_field0,11,OK,2
RUN-001309,29836,WRITE,csr,PERF_CNT1,0x0024,0x5bdd8d79,0x5bdd8d79,perf_cnt1_field1,4,OK,2
RUN-001309,28309,WRITE,csr,PERF_CNT0,0x0020,0xb3aa0a9c,0xb3aa0a9c,perf_cnt0_field2,9,OK,1
RUN-001310,3078,WRITE,csr,ECC_CFG,0x0014,0x4965fb0b,0x4965fb0b,ecc_cfg_field2,10,OK,1
RUN-001310,2803,READ,csr,PERF_CNT0,0x0020,0xfa5bab10,0xfa5bab10,perf_cnt0_field2,15,OK,0
RUN-001310,1815,READ,csr,STATUS,0x0008,0xbe037c4c,0xbe037c4c,status_field3,8,OK,2
RUN-001310,2334,READ,csr,INT_STATUS,0x0010,0xff6ce373,0xff6ce373,int_status_field3,0,OK,0
RUN-001311,122616,WRITE,csr,ECC_CFG,0x0014,0x71426ad0,0x71426ad0,ecc_cfg_field3,11,OK,0
RUN-001311,132593,READ,csr,TIMEOUT_CFG,0x001c,0xdce7d8cf,0xdce7d8cf,timeout_cfg_field3,1,OK,1
RUN-001311,56384,READ,csr,INT_MASK,0x000c,0xc77b2203,0xc77b2203,int_mask_field0,12,OK,1
RUN-001311,113274,WRITE,csr,ECC_CFG,0x0014,0xf8b6482e,0xf8b6482e,ecc_cfg_field3,2,OK,0
RUN-001312,7388,READ,csr,TIMEOUT_CFG,0x001c,0x119c072c,0x119c072c,timeout_cfg_field1,15,OK,1
RUN-001312,3537,READ,csr,INT_MASK,0x000c,0xea3253aa,0xea3253aa,int_mask_field2,0,OK,0
RUN-001312,7932,READ,csr,INT_MASK,0x000c,0x946a36ed,0x946a36ed,int_mask_field3,1,OK,1
RUN-001312,3657,WRITE,csr,FIFO_LEVEL,0x0018,0xea39aa2b,0xea39aa2b,fifo_level_field2,11,OK,0
RUN-001313,2642,WRITE,csr,PERF_CNT1,0x0024,0x4a666acd,0x4a666acd,perf_cnt1_field1,12,OK,1
RUN-001313,1608,WRITE,csr,CTRL0,0x0000,0x6d331b4e,0x6d331b4e,ctrl0_field3,7,OK,1
RUN-001313,1160,WRITE,csr,STATUS,0x0008,0x766ac983,0x766ac983,status_field2,9,OK,0
RUN-001313,2400,READ,csr,STATUS,0x0008,0xeb3a59b5,0xeb3a59b5,status_field0,6,OK,0
RUN-001314,1994,READ,csr,TIMEOUT_CFG,0x001c,0x6e4ed91f,0x6e4ed91f,timeout_cfg_field1,5,OK,0
RUN-001314,1601,READ,csr,FIFO_LEVEL,0x0018,0xe7bd3780,0xe7bd3780,fifo_level_field3,15,OK,1
RUN-001314,3506,WRITE,csr,INT_MASK,0x000c,0x8e605acc,0x8e605acc,int_mask_field2,14,OK,1
RUN-001314,1726,READ,csr,INT_STATUS,0x0010,0xbb07d2fd,0xbb07d2fd,int_status_field0,15,OK,0
RUN-001315,4679,READ,csr,TIMEOUT_CFG,0x001c,0x8d5dfa15,0x8d5dfa15,timeout_cfg_field3,13,OK,0
RUN-001315,10137,READ,csr,CTRL1,0x0004,0x83a3b3db,0x83a3b3db,ctrl1_field2,3,OK,1
RUN-001315,3220,WRITE,csr,FIFO_LEVEL,0x0018,0x93e31f02,0x93e31f02,fifo_level_field3,14,OK,0
RUN-001315,5262,READ,csr,FIFO_LEVEL,0x0018,0xf5b818b2,0xf5b818b2,fifo_level_field2,14,OK,1
RUN-001316,46487,WRITE,csr,ECC_CFG,0x0014,0xee144a1c,0xee144a1c,ecc_cfg_field2,13,OK,0
RUN-001316,41974,READ,csr,PERF_CNT1,0x0024,0x7d8f7ec3,0x7d8f7ec3,perf_cnt1_field2,4,OK,0
RUN-001316,60377,WRITE,csr,STATUS,0x0008,0x1064a44c,0x1064a44c,status_field2,14,OK,0
RUN-001316,16301,READ,csr,INT_STATUS,0x0010,0xb45d3b44,0xb45d3b44,int_status_field3,11,OK,0
RUN-001317,8620,READ,csr,PERF_CNT1,0x0024,0x48840de9,0x48840de9,perf_cnt1_field2,14,OK,1
RUN-001317,5876,WRITE,csr,CTRL0,0x0000,0x8875e874,0x8875e874,ctrl0_field0,6,OK,1
RUN-001317,9291,WRITE,csr,ECC_CFG,0x0014,0x4d415e15,0x4d415e15,ecc_cfg_field2,10,OK,1
RUN-001317,6274,WRITE,csr,STATUS,0x0008,0x76562d9a,0x76562d9a,status_field1,13,OK,1
RUN-001318,15393,READ,csr,STATUS,0x0008,0xf50ae573,0xf50ae573,status_field1,15,OK,1
RUN-001318,13007,READ,csr,CTRL0,0x0000,0x35d05a4e,0x35d05a4e,ctrl0_field3,11,OK,0
RUN-001318,3780,READ,csr,CTRL1,0x0004,0x2654b705,0x2654b705,ctrl1_field1,0,OK,2
RUN-001318,11799,READ,csr,FIFO_LEVEL,0x0018,0xb520e14c,0xb520e14c,fifo_level_field3,4,OK,0
RUN-001319,3659,READ,csr,FIFO_LEVEL,0x0018,0xfa98667d,0xfa98667d,fifo_level_field1,3,OK,3
RUN-001319,3390,READ,csr,CTRL1,0x0004,0x5919fd14,0x5919fd14,ctrl1_field0,0,OK,2
RUN-001319,2906,WRITE,csr,CTRL1,0x0004,0x7df3cd09,0x7df3cd09,ctrl1_field0,11,OK,3
RUN-001319,2647,READ,csr,STATUS,0x0008,0x51907d12,0x51907d13,status_field1,13,MISMATCH,0
RUN-001320,11530,READ,csr,ECC_CFG,0x0014,0xd37f6cd4,0xd37f6cd4,ecc_cfg_field2,4,OK,1
RUN-001320,13422,READ,csr,CTRL0,0x0000,0x6adb9a0d,0x6adb9a0d,ctrl0_field1,3,OK,0
RUN-001320,5190,WRITE,csr,CTRL1,0x0004,0x72b5b6f6,0x72b5b6f6,ctrl1_field3,1,OK,0
RUN-001320,2611,READ,csr,TIMEOUT_CFG,0x001c,0x59bbae5e,0x59bbae5e,timeout_cfg_field1,13,OK,3
RUN-001321,2830,READ,csr,CTRL0,0x0000,0x203d3483,0x203d3483,ctrl0_field0,0,OK,1
RUN-001321,3581,WRITE,csr,CTRL1,0x0004,0x85a12f4a,0x85a12f4a,ctrl1_field0,9,OK,0
RUN-001321,4202,READ,csr,PERF_CNT0,0x0020,0x90945338,0x90945338,perf_cnt0_field3,3,OK,1
RUN-001321,4446,WRITE,csr,CTRL0,0x0000,0x475edf80,0x475edf80,ctrl0_field0,7,OK,0
RUN-001322,3508,WRITE,csr,CTRL0,0x0000,0x0829397e,0x0829397e,ctrl0_field1,5,OK,1
RUN-001322,2446,READ,csr,TIMEOUT_CFG,0x001c,0x7ad9a8fc,0x7ad9a8fc,timeout_cfg_field2,14,OK,3
RUN-001322,3260,WRITE,csr,CTRL0,0x0000,0xfb210110,0xfb210110,ctrl0_field0,3,OK,3
RUN-001322,2510,READ,csr,STATUS,0x0008,0xbff04530,0xbff04530,status_field1,12,OK,2
RUN-001323,169254,WRITE,csr,CTRL1,0x0004,0x0b50951c,0x0b50951c,ctrl1_field0,6,OK,1
RUN-001323,1652520,WRITE,csr,CTRL0,0x0000,0x46ac92fc,0x46ac92fc,ctrl0_field2,5,OK,0
RUN-001323,129766,READ,csr,PERF_CNT1,0x0024,0xebe5e3c6,0xebe5e3c6,perf_cnt1_field0,14,OK,0
RUN-001323,462021,WRITE,csr,FIFO_LEVEL,0x0018,0x89919e03,0x89919e03,fifo_level_field3,13,OK,0
RUN-001324,53701,READ,csr,INT_MASK,0x000c,0x424891e5,0x424891e5,int_mask_field3,2,OK,0
RUN-001324,120627,READ,csr,TIMEOUT_CFG,0x001c,0xb90a5793,0xb90a5793,timeout_cfg_field0,12,OK,1
RUN-001324,135412,READ,csr,TIMEOUT_CFG,0x001c,0x48b61f1f,0x48b61f1f,timeout_cfg_field0,1,OK,0
RUN-001324,77429,READ,csr,FIFO_LEVEL,0x0018,0x7cfaf70f,0x7cfaf70f,fifo_level_field3,9,OK,0
RUN-001325,1982,WRITE,csr,ECC_CFG,0x0014,0x351afb56,0x351afb56,ecc_cfg_field1,4,OK,0
RUN-001325,1133,READ,csr,ECC_CFG,0x0014,0x6b4b20cb,0x6b4b20cb,ecc_cfg_field0,5,OK,1
RUN-001325,3012,WRITE,csr,PERF_CNT0,0x0020,0x50d18737,0x50d18737,perf_cnt0_field3,2,OK,0
RUN-001325,1327,READ,csr,INT_MASK,0x000c,0x4fb71f0b,0x4fb71f0b,int_mask_field0,14,OK,1
RUN-001326,69474,WRITE,csr,CTRL0,0x0000,0xadd5352a,0xadd5352a,ctrl0_field3,13,OK,1
RUN-001326,89663,WRITE,csr,FIFO_LEVEL,0x0018,0x6d22b73f,0x6d22b73f,fifo_level_field1,4,OK,3
RUN-001326,7246,READ,csr,STATUS,0x0008,0x58d96ae2,0x58d96ae2,status_field2,4,OK,0
RUN-001326,39298,READ,csr,INT_STATUS,0x0010,0xfdff3fb0,0xfdff3fb0,int_status_field0,15,OK,2
RUN-001327,47625,WRITE,csr,CTRL1,0x0004,0x2983c734,0x2983c734,ctrl1_field3,10,OK,1
RUN-001327,19131,READ,csr,CTRL0,0x0000,0x9657b0ff,0x9657b0ff,ctrl0_field1,15,OK,1
RUN-001327,55774,WRITE,csr,CTRL1,0x0004,0xbcf16f28,0xbcf16f28,ctrl1_field2,5,OK,0
RUN-001327,38108,READ,csr,PERF_CNT1,0x0024,0x5f3d3c09,0x5f3d3c09,perf_cnt1_field2,9,OK,0
RUN-001328,5043,READ,csr,FIFO_LEVEL,0x0018,0x7b428fde,0x7b428fde,fifo_level_field0,2,OK,0
RUN-001328,5183,WRITE,csr,ECC_CFG,0x0014,0xce0baa42,0xce0baa42,ecc_cfg_field2,4,OK,0
RUN-001328,3725,WRITE,csr,STATUS,0x0008,0xe6792b67,0xe6792b67,status_field0,3,OK,0
RUN-001328,1014,WRITE,csr,INT_STATUS,0x0010,0x53dd17c3,0x53dd17c3,int_status_field3,0,OK,1
RUN-001329,2356,WRITE,csr,PERF_CNT1,0x0024,0xce8e54fe,0xce8e54fe,perf_cnt1_field1,0,OK,1
RUN-001329,2042,WRITE,csr,PERF_CNT0,0x0020,0x211bcd53,0x211bcd53,perf_cnt0_field3,2,OK,1
RUN-001329,3495,READ,csr,CTRL0,0x0000,0x80a77d4e,0x80a77d4e,ctrl0_field1,11,OK,1
RUN-001329,2992,WRITE,csr,ECC_CFG,0x0014,0x0d820b5f,0x0d820b5f,ecc_cfg_field1,1,OK,0
RUN-001330,2135,WRITE,csr,CTRL1,0x0004,0xffe4fb75,0xffe4fb75,ctrl1_field3,1,OK,0
RUN-001330,3057,READ,csr,TIMEOUT_CFG,0x001c,0xf51c3b45,0xf51c3b45,timeout_cfg_field1,14,OK,0
RUN-001330,1600,WRITE,csr,PERF_CNT0,0x0020,0xa2876293,0xa2876293,perf_cnt0_field2,9,OK,0
RUN-001330,1749,READ,csr,TIMEOUT_CFG,0x001c,0x2464073e,0x2464073e,timeout_cfg_field1,2,OK,1
RUN-001331,24419,READ,csr,FIFO_LEVEL,0x0018,0x4f290d39,0x4f290d39,fifo_level_field2,0,OK,1
RUN-001331,42260,READ,csr,PERF_CNT0,0x0020,0xce41008d,0xce41008d,perf_cnt0_field1,10,OK,0
RUN-001331,50621,WRITE,csr,INT_MASK,0x000c,0xb365aa57,0xb365aa57,int_mask_field2,12,OK,1
RUN-001331,30049,READ,csr,INT_MASK,0x000c,0x3c9f350a,0x3c9f350a,int_mask_field3,0,OK,2
RUN-001332,4888,WRITE,csr,STATUS,0x0008,0xb107c004,0xb107c004,status_field0,9,OK,1
RUN-001332,6630,READ,csr,PERF_CNT1,0x0024,0xf6e5a962,0xf6e5a962,perf_cnt1_field2,2,OK,1
RUN-001332,2804,WRITE,csr,CTRL1,0x0004,0x64002844,0x64002844,ctrl1_field2,4,OK,1
RUN-001332,5095,WRITE,csr,PERF_CNT1,0x0024,0xfd049f4e,0xfd049f4e,perf_cnt1_field1,9,OK,1
RUN-001333,4844,WRITE,csr,CTRL0,0x0000,0xc2653be5,0xc2653be5,ctrl0_field1,5,OK,1
RUN-001333,4679,WRITE,csr,FIFO_LEVEL,0x0018,0xa5d86659,0xa5d86659,fifo_level_field0,15,OK,1
RUN-001333,7804,READ,csr,FIFO_LEVEL,0x0018,0xf4fc0bf1,0xf4fc0bf1,fifo_level_field2,12,OK,1
RUN-001333,6234,READ,csr,PERF_CNT1,0x0024,0x854918aa,0x854918aa,perf_cnt1_field3,8,OK,0
RUN-001334,14681,WRITE,csr,FIFO_LEVEL,0x0018,0xe929765d,0xe929765d,fifo_level_field3,11,OK,1
RUN-001334,17036,READ,csr,STATUS,0x0008,0x396d513b,0x396d513b,status_field1,10,OK,0
RUN-001334,26422,WRITE,csr,STATUS,0x0008,0x9f8ad66d,0x9f8ad66d,status_field3,5,OK,1
RUN-001334,13432,READ,csr,INT_MASK,0x000c,0x6e7af7c7,0x6e7af7c7,int_mask_field2,6,OK,1
RUN-001335,15637,READ,csr,INT_MASK,0x000c,0x8879f661,0x8879f661,int_mask_field0,13,OK,1
RUN-001335,15141,READ,csr,STATUS,0x0008,0xa3e2bd1d,0xa3e2bd1d,status_field1,2,OK,1
RUN-001335,6278,WRITE,csr,INT_MASK,0x000c,0x06b9840a,0x06b9840a,int_mask_field3,4,OK,0
RUN-001335,8351,WRITE,csr,INT_STATUS,0x0010,0xba600e85,0xba600e85,int_status_field1,11,OK,0
RUN-001336,2933,WRITE,csr,PERF_CNT0,0x0020,0x73817fb9,0x73817fb9,perf_cnt0_field1,1,OK,0
RUN-001336,1244,WRITE,csr,CTRL1,0x0004,0xa8f3f160,0xa8f3f160,ctrl1_field0,3,OK,0
RUN-001336,3230,WRITE,csr,TIMEOUT_CFG,0x001c,0xff7c7a6e,0xff7c7a6e,timeout_cfg_field0,6,OK,0
RUN-001336,3312,READ,csr,FIFO_LEVEL,0x0018,0x9901faa8,0x9901faa8,fifo_level_field0,5,OK,1
RUN-001337,1079,READ,csr,ECC_CFG,0x0014,0xee4062b8,0xee4062b8,ecc_cfg_field0,8,OK,0
RUN-001337,12219,READ,csr,TIMEOUT_CFG,0x001c,0xa25fa9d7,0xa25fa9d7,timeout_cfg_field1,4,OK,1
RUN-001337,6875,WRITE,csr,ECC_CFG,0x0014,0x85defece,0x85defece,ecc_cfg_field3,1,OK,0
RUN-001337,6161,READ,csr,TIMEOUT_CFG,0x001c,0x586147cf,0x586147cf,timeout_cfg_field2,10,OK,0
RUN-001338,6977,WRITE,csr,TIMEOUT_CFG,0x001c,0x30adf73a,0x30adf73a,timeout_cfg_field2,7,OK,1
RUN-001338,17532,READ,csr,INT_STATUS,0x0010,0xcc3b96be,0xcc3b96be,int_status_field1,2,OK,0
RUN-001338,16508,READ,csr,FIFO_LEVEL,0x0018,0x47a12192,0x47a12192,fifo_level_field1,0,OK,1
RUN-001338,8580,READ,csr,ECC_CFG,0x0014,0x56cb0a44,0x56cb0a44,ecc_cfg_field0,10,OK,0
RUN-001339,1638,WRITE,csr,INT_MASK,0x000c,0xfee73e7c,0xfee73e7c,int_mask_field2,12,OK,3
RUN-001339,3500,WRITE,csr,TIMEOUT_CFG,0x001c,0x06c50363,0x06c50363,timeout_cfg_field3,0,OK,3
RUN-001339,1336,READ,csr,ECC_CFG,0x0014,0xedae0c10,0xedae0c10,ecc_cfg_field1,3,OK,0
RUN-001339,2495,WRITE,csr,PERF_CNT1,0x0024,0xad54d3db,0xad54d3db,perf_cnt1_field2,14,OK,2
RUN-001340,9322,WRITE,csr,INT_MASK,0x000c,0x6e41bfc2,0x6e41bfc2,int_mask_field3,8,OK,1
RUN-001340,4735,WRITE,csr,INT_STATUS,0x0010,0xa483527d,0xa483527d,int_status_field3,5,OK,0
RUN-001340,9914,WRITE,csr,CTRL0,0x0000,0x38d7c97d,0x38d7c97d,ctrl0_field1,9,OK,1
RUN-001340,1882,WRITE,csr,INT_MASK,0x000c,0x00d9aea1,0x00d9aea1,int_mask_field3,6,OK,1
RUN-001341,2394,READ,csr,CTRL1,0x0004,0xee012fe1,0xee012fe1,ctrl1_field0,8,OK,1
RUN-001341,1090,WRITE,csr,CTRL0,0x0000,0xebe79b1c,0xebe79b1c,ctrl0_field1,11,OK,3
RUN-001341,1690,WRITE,csr,ECC_CFG,0x0014,0xf82f2602,0xf82f2602,ecc_cfg_field2,4,OK,1
RUN-001341,1076,WRITE,csr,ECC_CFG,0x0014,0x0b95fa6e,0x0b95fa6f,ecc_cfg_field0,0,MISMATCH,0
RUN-001342,2843,WRITE,csr,PERF_CNT0,0x0020,0xadb33c17,0xadb33c17,perf_cnt0_field3,0,OK,0
RUN-001342,2931,READ,csr,CTRL0,0x0000,0x8b0e750e,0x8b0e750e,ctrl0_field2,15,OK,1
RUN-001342,3637,READ,csr,INT_MASK,0x000c,0xcd57c033,0xcd57c033,int_mask_field0,11,OK,0
RUN-001342,2668,READ,csr,STATUS,0x0008,0x10b370b4,0x10b370b4,status_field3,14,OK,0
RUN-001343,6213,READ,csr,TIMEOUT_CFG,0x001c,0x56030754,0x56030754,timeout_cfg_field0,5,OK,0
RUN-001343,1775,WRITE,csr,INT_MASK,0x000c,0x5e146f82,0x5e146f82,int_mask_field3,14,OK,0
RUN-001343,4610,WRITE,csr,PERF_CNT0,0x0020,0xb272a163,0xb272a163,perf_cnt0_field1,14,OK,0
RUN-001343,3789,READ,csr,STATUS,0x0008,0xa5528a1c,0xa5528a1c,status_field0,5,OK,0
RUN-001344,3034,READ,csr,INT_STATUS,0x0010,0xf63a00cf,0xf63a00cf,int_status_field3,9,OK,0
RUN-001344,3562,READ,csr,FIFO_LEVEL,0x0018,0x8670ab11,0x8670ab11,fifo_level_field2,4,OK,1
RUN-001344,2968,READ,csr,FIFO_LEVEL,0x0018,0x44fbeecf,0x44fbeecf,fifo_level_field0,15,OK,0
RUN-001344,2906,READ,csr,ECC_CFG,0x0014,0x10fcf5ad,0x10fcf5ad,ecc_cfg_field2,10,OK,1
RUN-001345,33739,READ,csr,CTRL1,0x0004,0x2ab028ce,0x2ab028ce,ctrl1_field3,6,OK,1
RUN-001345,22460,READ,csr,PERF_CNT0,0x0020,0x858e78f1,0x858e78f1,perf_cnt0_field0,8,OK,0
RUN-001345,46150,READ,csr,FIFO_LEVEL,0x0018,0xba937492,0xba937492,fifo_level_field3,11,OK,0
RUN-001345,8187,WRITE,csr,STATUS,0x0008,0xb1cfc0ac,0xb1cfc0ac,status_field0,3,OK,1
RUN-001346,137210,READ,csr,TIMEOUT_CFG,0x001c,0xe1148591,0xe1148591,timeout_cfg_field1,8,OK,0
RUN-001346,214801,READ,csr,PERF_CNT1,0x0024,0xe387ece5,0xe387ece5,perf_cnt1_field1,0,OK,1
