run_id,host,os_release,simulator,simulator_version,cpu_model,cpu_cores_allocated,cpu_util_avg_pct,cpu_util_peak_pct,mem_util_avg_pct,peak_mem_mb,disk_io_mb,wall_time_s,cpu_time_s,license_wait_s,sim_perf_cycles_per_sec,temperature_c,voltage_mv,power_mode,power_w,grid_queue
RUN-000802,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,68.3,75.5,66.9,3129.9,493.8,23.47,21.98,19.01,4106252.6,25.6,1207.6,low_power,5.49,long
RUN-000803,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,4,83.2,100.0,55.8,4080.4,146.6,21.3,32.03,26.9,2069250.1,79.6,1080.3,nominal,3.18,short
RUN-000804,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,84.7,100.0,38.2,3196.8,128.1,6.74,6.77,28.49,20906640.2,62.8,1186.4,low_power,2.71,normal
RUN-000805,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,8,52.0,80.9,55.5,1319.9,580.9,27.43,30.4,11.97,72601.9,59.6,1250.0,turbo,5.56,short
RUN-000806,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,93.9,97.3,29.9,2686.1,215.3,37.35,51.02,21.63,52481288.8,71.0,1132.7,turbo,7.48,short
RUN-000807,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,76.3,91.2,41.1,3975.7,376.4,11.96,17.21,0.23,25222439.5,73.6,1213.3,turbo,8.12,normal
RUN-000808,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,8,78.1,84.4,55.4,2332.3,276.1,7.51,8.52,4.22,222666.3,51.4,1226.1,nominal,2.4,short
RUN-000809,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,68.1,80.8,60.8,3295.9,509.5,22.54,30.86,9.64,146019.7,69.3,1177.1,nominal,6.74,normal
RUN-000810,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,2,63.0,87.1,37.1,2454.7,528.6,11.03,17.47,6.84,451038.6,46.4,1214.9,nominal,3.59,short
RUN-000811,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,69.1,91.0,57.1,2950.6,136.2,23.57,16.96,7.21,239902.9,66.4,1172.2,nominal,6.2,long
RUN-000812,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,62.4,65.6,62.3,3935.4,236.5,5.72,4.23,23.68,4710783.9,70.5,1113.8,nominal,4.6,normal
RUN-000813,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,37.1,66.9,40.4,3650.1,478.0,5.1,6.2,4.96,1561089.0,57.9,1136.2,turbo,7.57,normal
RUN-000814,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,43.9,64.8,50.4,2201.0,352.2,44.67,57.09,3.75,52732983.3,64.8,1054.6,nominal,4.0,long
RUN-000815,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,44.9,62.3,39.9,1951.7,191.3,3.07,2.85,8.62,5310545.3,48.4,1202.0,nominal,3.44,normal
RUN-000816,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,43.0,53.0,35.7,2677.1,423.3,4.44,6.83,21.33,768476.1,85.1,1221.5,turbo,6.79,short
RUN-000817,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,78.0,99.6,18.9,3206.9,49.4,15.16,11.15,6.66,6823493.4,40.3,1169.0,nominal,4.39,long
RUN-000818,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,78.6,90.4,22.9,2149.3,359.1,2.71,3.86,11.31,11774287.8,56.2,1227.9,low_power,5.86,long
RUN-000819,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,58.0,72.2,48.0,1684.6,483.8,2.3,2.82,6.42,3834921.3,35.7,1050.0,low_power,4.23,long
RUN-000820,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,68.7,94.2,31.7,2961.9,639.7,21.36,19.98,2.05,5800245.6,56.9,1163.9,nominal,4.24,normal
RUN-000821,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,56.2,79.2,66.6,2330.8,403.2,19.94,22.06,21.81,2127131.8,67.4,1113.0,nominal,4.15,short
RUN-000822,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,4,73.1,80.9,41.3,3145.2,574.3,26.13,33.25,5.28,38270.2,90.9,1176.3,nominal,5.06,normal
RUN-000823,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,42.7,54.7,45.7,3643.0,144.8,26.92,21.89,5.71,210680.8,50.2,1234.9,nominal,3.98,normal
RUN-000824,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,68.0,87.0,84.4,2941.2,92.0,17.28,23.44,12.25,184094.9,51.1,1155.8,low_power,3.3,short
RUN-000825,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,57.5,60.7,47.8,2126.5,6.0,8.07,10.78,0.09,284252.2,55.3,1050.0,nominal,5.04,short
RUN-000826,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,54.9,65.1,30.8,3269.8,346.3,26.97,35.54,8.83,44493.9,50.9,1094.7,turbo,6.96,normal
RUN-000827,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,1,87.1,98.9,51.0,2610.5,289.5,4.55,3.98,3.75,5126881.5,46.6,1158.5,nominal,4.23,short
RUN-000828,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,49.8,71.6,32.6,2458.6,527.8,22.21,34.14,6.05,8328980.2,64.3,1113.4,nominal,4.77,normal
RUN-000829,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,4,55.1,80.8,54.3,3543.9,207.7,28.59,39.03,12.74,135148.8,75.8,1210.2,nominal,3.27,long
RUN-000830,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,73.7,93.2,58.1,1419.5,358.1,24.68,26.73,9.62,458073.9,68.1,1159.8,nominal,4.23,normal
RUN-000831,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,47.4,76.6,23.7,4095.1,161.2,24.51,21.88,6.42,85413.9,77.0,1193.6,turbo,6.48,long
RUN-000832,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,8,84.7,97.7,37.1,5455.6,145.0,6.62,6.42,5.28,5962972.2,68.8,1125.6,low_power,3.44,short
RUN-000833,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,76.2,80.2,43.4,2494.0,212.7,17.99,18.92,3.55,3156817.0,69.8,1187.5,turbo,6.6,short
RUN-000834,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,77.7,100.0,32.0,2299.9,198.1,21.14,23.72,6.51,103562.3,53.6,1090.4,low_power,4.33,long
RUN-000835,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,52.1,68.5,57.1,2353.4,425.7,21.88,21.64,1.04,2005582.6,53.1,1105.2,low_power,4.26,short
RUN-000836,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,1,53.0,59.5,22.0,2382.0,498.5,11.31,10.34,23.7,5941424.5,58.9,1154.7,low_power,5.06,long
RUN-000837,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,74.9,97.6,31.2,2017.5,359.0,19.02,29.26,24.44,460948.7,69.3,1161.8,turbo,8.1,long
RUN-000838,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,73.7,84.2,55.4,2621.8,179.0,10.51,14.36,21.23,197826.1,46.2,1242.6,nominal,4.35,long
RUN-000839,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,57.8,81.9,53.5,3657.5,562.0,12.79,16.63,29.93,961992.5,76.4,1180.3,turbo,7.76,long
RUN-000840,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,59.8,80.4,33.7,1894.6,325.8,28.09,33.35,0.01,511642.8,75.1,1135.0,nominal,4.42,normal
RUN-000841,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,84.3,90.1,29.0,2937.8,408.8,21.36,19.07,9.3,72696.1,31.0,1106.2,nominal,4.16,short
RUN-000842,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,37.6,66.7,41.0,2622.4,338.6,12.68,9.01,9.61,1619729.3,40.5,1103.7,nominal,6.58,short
RUN-000843,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,4,72.5,100.0,48.8,1525.3,328.0,18.7,20.45,2.5,2835965.5,61.6,1083.3,nominal,3.77,long
RUN-000844,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,4,87.1,100.0,36.4,400.0,457.9,6.54,6.1,6.52,1710633.6,45.1,1116.2,nominal,3.59,short
RUN-000845,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,64.9,86.3,25.5,3655.5,400.5,29.26,44.61,22.37,325646.6,70.9,1108.7,turbo,7.15,normal
RUN-000846,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,8,76.3,98.5,36.0,5379.9,421.8,35.45,43.17,2.31,67262817.3,69.6,1112.1,nominal,5.21,short
RUN-000847,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,8,93.3,100.0,45.6,3741.3,139.4,11.11,17.45,3.95,623073.3,55.9,1122.9,nominal,4.13,long
RUN-000848,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,76.7,100.0,66.4,2385.5,357.1,7.96,11.03,0.26,158281.9,85.8,1185.9,turbo,7.03,long
RUN-000849,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,62.4,81.7,43.7,1910.8,388.4,7.61,6.14,8.92,2815059.5,47.1,1184.9,low_power,3.52,short
RUN-000850,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,8,83.7,100.0,58.9,400.0,293.0,28.75,30.28,6.66,3853285.6,98.0,1228.3,nominal,4.5,short
RUN-000851,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,45.1,67.7,37.7,3166.1,148.7,2.79,4.43,7.03,521927.2,59.6,1118.2,turbo,5.87,short
RUN-000852,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,2,92.6,100.0,22.7,4461.8,261.4,25.19,28.81,5.77,1491514.1,68.4,1123.1,turbo,8.29,short
RUN-000853,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,1,90.1,100.0,53.6,4177.9,298.9,25.85,22.66,4.68,1027150.6,62.1,1149.4,turbo,7.34,long
RUN-000854,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,62.4,68.6,5.3,1870.7,530.0,19.7,14.99,2.73,3035809.0,63.4,1144.8,nominal,3.82,short
RUN-000855,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,1,87.1,93.4,45.6,2734.7,200.9,7.53,5.82,8.33,79681.3,55.1,1065.1,nominal,4.54,short
RUN-000856,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,56.5,69.9,61.4,2651.4,396.2,11.98,8.66,2.24,2857830.0,68.1,1121.2,nominal,3.06,short
RUN-000857,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,41.7,63.1,51.3,2529.9,98.5,23.82,33.06,4.16,371551.8,64.9,1143.1,nominal,4.05,short
RUN-000858,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,67.6,82.6,27.2,1718.2,482.2,10.73,8.5,16.77,2162971.9,49.8,1157.2,nominal,4.7,short
RUN-000859,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,56.8,83.3,51.0,3787.7,318.1,14.92,19.38,12.37,646577.7,55.3,1091.5,nominal,5.4,short
RUN-000860,farm-node-07,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,53.0,67.7,14.1,2464.9,296.6,20.89,16.19,13.2,234158.6,65.3,1199.1,nominal,6.77,long
RUN-000861,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,60.5,75.7,33.5,3842.6,178.3,21.8,34.77,2.68,606831.1,70.9,1184.2,turbo,8.37,short
RUN-000862,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,62.5,76.2,58.1,3810.9,231.1,8.22,11.49,19.12,1198425.4,85.8,1162.1,nominal,4.26,normal
RUN-000863,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,64.1,69.4,69.0,4321.5,360.6,17.3,15.84,10.36,254885.1,81.1,1228.1,turbo,4.96,short
RUN-000864,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,44.8,50.8,56.8,2768.5,198.9,33.86,46.05,12.16,9140846.5,49.4,1169.0,nominal,7.54,long
RUN-000865,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,62.3,72.4,45.2,3781.2,454.1,5.19,4.27,27.5,520457.0,81.7,1190.4,nominal,3.21,long
RUN-000866,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,61.4,83.1,48.8,3104.8,539.7,4.19,3.63,5.57,15011968.5,75.8,1197.3,turbo,6.87,long
RUN-000867,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,65.8,84.5,45.3,2235.1,220.3,28.59,22.63,2.19,371866.7,44.8,1177.4,low_power,3.23,normal
RUN-000868,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,2,61.1,79.6,52.7,2465.9,402.8,24.05,38.15,3.89,42754.7,57.0,1150.3,turbo,7.79,short
RUN-000869,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,8,76.7,93.8,43.5,1417.7,255.2,10.58,13.74,12.02,1447416.4,78.6,1190.9,turbo,7.09,short
RUN-000870,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,8,83.7,93.1,40.7,3071.8,458.4,12.22,8.76,2.95,468645.3,72.1,1195.3,turbo,7.64,short
RUN-000871,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,65.4,90.6,64.2,2367.2,308.4,21.7,23.12,1.89,1353947.0,71.7,1084.1,nominal,4.72,short
RUN-000872,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,8,73.1,83.2,40.7,4564.9,386.9,25.18,23.33,2.26,35210274.9,74.1,1151.8,nominal,6.0,long
RUN-000873,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,8,95.2,100.0,23.9,3268.8,307.2,15.18,12.2,1.12,74018.3,77.5,1101.0,low_power,3.32,normal
RUN-000874,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,64.6,67.8,50.6,2320.7,308.2,12.98,13.93,21.25,22119967.3,68.9,1209.4,nominal,2.88,short
RUN-000875,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,52.5,82.5,54.8,2225.6,243.1,6.8,7.27,1.58,638811.8,69.9,1170.5,nominal,4.49,short
RUN-000876,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,53.4,80.3,45.5,1601.7,291.7,6.15,4.82,0.54,102014.6,64.5,1170.5,nominal,6.1,short
RUN-000877,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,51.3,66.7,22.3,769.8,358.3,21.22,23.16,16.12,4511761.6,74.0,1148.4,nominal,3.5,short
RUN-000878,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,52.6,78.3,38.8,2866.1,273.6,26.81,20.69,4.92,2802463.3,43.3,1151.1,nominal,3.75,short
RUN-000879,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,4,81.3,94.7,60.3,400.0,94.4,20.99,17.59,11.28,730327.3,57.8,1179.9,low_power,4.97,short
RUN-000880,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,79.0,83.0,47.8,3094.6,104.2,5.1,6.68,10.95,1125205.1,65.0,1128.5,nominal,5.99,long
RUN-000881,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,71.7,78.9,80.8,4495.8,422.1,27.55,41.48,3.55,71808747.1,86.1,1163.9,turbo,7.59,short
RUN-000882,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,1,67.4,87.6,46.1,1417.3,208.6,18.31,12.92,6.58,10817998.1,58.3,1076.8,nominal,6.41,long
RUN-000883,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,40.9,63.9,40.3,2701.6,289.4,22.06,33.99,0.5,725171.3,58.9,1248.4,low_power,4.0,normal
RUN-000884,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,4,38.2,60.2,62.1,2372.0,374.9,2.7,1.97,10.29,3000891.1,98.0,1124.3,turbo,6.29,long
RUN-000885,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,45.2,55.2,44.7,2195.7,351.7,3.81,4.64,2.07,885544.1,55.3,1192.9,turbo,6.71,normal
RUN-000886,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,2,58.0,71.8,23.9,2828.0,446.6,42.65,60.37,17.86,46138637.9,81.7,1213.5,nominal,3.99,normal
RUN-000887,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,28.1,55.9,63.0,1946.4,178.4,8.87,13.21,3.36,759941.3,82.2,1179.1,nominal,3.69,short
RUN-000888,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,50.0,56.6,52.0,2177.6,545.0,27.84,23.84,1.45,1562741.2,56.9,1198.1,nominal,3.11,long
RUN-000889,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,43.7,73.1,65.8,3117.8,443.3,21.45,26.11,2.55,97555.0,55.1,1202.0,turbo,5.72,normal
RUN-000890,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,2,71.6,79.8,42.6,3447.4,384.4,12.03,13.33,8.5,84910.1,53.6,1138.2,turbo,7.24,short
RUN-000891,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,56.0,76.2,48.9,2608.8,583.6,24.45,22.74,0.88,628596.0,85.8,1161.0,nominal,5.53,normal
RUN-000892,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,2,89.8,94.8,23.8,3149.1,182.3,20.43,16.96,0.93,7836304.0,65.2,1088.1,nominal,3.63,short
RUN-000893,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,8,85.2,100.0,24.4,1914.3,326.3,9.51,7.38,4.79,268229.7,79.2,1113.5,turbo,6.23,normal
RUN-000894,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,85.1,98.6,55.5,3914.1,262.3,8.94,8.16,2.83,302418.6,42.4,1136.2,nominal,4.95,normal
RUN-000895,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,41.3,60.8,44.7,3000.2,609.7,30.7,40.0,13.1,4437390.1,69.0,1133.8,nominal,3.74,long
RUN-000896,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,73.4,88.7,24.5,1089.0,546.4,10.43,10.69,15.64,1421207.2,92.0,1210.4,turbo,6.74,long
RUN-000897,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,2,61.1,73.0,55.9,2691.6,375.1,30.76,28.63,11.82,5501623.4,68.4,1163.3,low_power,3.86,long
RUN-000898,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,59.4,83.7,42.4,3705.7,388.3,16.24,18.33,17.29,18051451.0,71.7,1115.6,nominal,4.13,long
RUN-000899,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,4,77.6,88.8,28.6,1605.6,359.5,11.5,13.42,11.02,672111.0,61.8,1155.9,nominal,4.35,long
RUN-000900,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,55.5,61.4,41.1,2833.6,215.2,21.07,32.86,12.87,131953.4,70.7,1250.0,turbo,7.96,normal
RUN-000901,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,84.6,100.0,53.9,2393.8,320.3,3.93,3.14,34.13,5535337.9,52.3,1195.4,low_power,4.4,long
RUN-000902,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,92.1,97.6,29.3,3030.0,477.2,20.38,17.04,21.51,676690.7,48.1,1156.8,nominal,3.94,normal
RUN-000903,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,4,50.4,74.5,43.9,1505.1,343.0,13.13,15.0,5.32,2873610.5,98.0,1177.2,turbo,5.41,long
RUN-000904,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,8,61.5,87.0,31.0,2713.8,720.0,17.71,23.97,9.75,11223592.3,77.1,1177.9,nominal,3.74,long
RUN-000905,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,89.1,97.4,64.3,5620.2,5.0,39.53,30.44,12.29,50514767.0,72.2,1218.6,turbo,5.94,long
RUN-000906,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,76.8,81.0,57.1,3014.6,204.6,22.91,35.6,14.98,10257868.2,56.7,1095.9,turbo,7.72,short
RUN-000907,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,4,75.5,88.5,65.4,2169.7,229.3,3.43,4.3,5.85,801233.5,76.3,1219.2,turbo,8.35,long
RUN-000908,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,46.7,57.7,44.2,2072.2,196.1,14.64,22.46,12.56,140219.2,91.2,1083.3,nominal,3.87,long
RUN-000909,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,71.6,88.9,50.8,3324.3,307.8,28.12,36.85,23.4,160142.8,66.4,1217.8,low_power,5.42,short
RUN-000910,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,74.3,86.0,47.3,1487.6,396.9,9.61,12.24,52.47,6278326.4,86.9,1206.2,nominal,3.91,normal
RUN-000911,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,64.0,82.4,56.2,3427.0,307.2,21.61,29.38,9.4,424538.7,56.4,1176.9,nominal,4.45,long
RUN-000912,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,8,81.2,92.3,59.1,1791.9,309.7,9.03,6.42,1.32,9934047.6,71.0,1188.0,low_power,4.15,long
RUN-000913,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,4,65.6,72.9,35.3,3047.7,614.4,10.38,11.48,5.98,871687.8,45.9,1205.4,low_power,4.21,short
RUN-000914,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,41.5,65.1,46.2,2957.7,206.8,13.55,21.31,5.67,2224947.1,98.0,1130.4,turbo,8.87,short
RUN-000915,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,68.3,95.2,52.4,3642.6,294.5,14.55,11.87,9.56,74535.0,81.7,1223.3,low_power,5.9,short
RUN-000916,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,58.1,67.1,26.4,2774.8,462.1,21.31,19.57,29.76,8919277.8,57.3,1161.2,turbo,8.14,long
RUN-000917,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,2,55.0,71.6,22.1,2447.9,206.8,14.61,12.51,0.93,68446.3,79.6,1183.1,nominal,5.67,long
RUN-000918,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,46.3,51.5,46.0,2759.1,360.8,2.76,2.79,0.79,1386733.3,71.6,1150.0,turbo,7.1,long
RUN-000919,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,8,58.4,82.0,64.6,3175.0,356.0,8.45,12.09,24.05,774255.7,87.0,1122.8,turbo,7.18,short
RUN-000920,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,8,51.5,55.6,40.7,3885.2,311.1,9.09,10.69,0.64,202553.8,39.8,1180.8,nominal,3.65,long
RUN-000921,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,53.5,58.5,38.2,3702.3,398.4,12.65,10.37,4.16,1945858.0,67.4,1101.8,nominal,4.26,short
RUN-000922,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,73.0,94.8,42.1,790.9,237.6,13.01,13.34,5.85,318223.1,52.7,1052.4,nominal,6.22,normal
RUN-000923,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,45.5,63.0,41.8,3342.8,360.8,26.47,38.57,36.01,1214467.8,48.2,1132.1,low_power,4.78,normal
RUN-000924,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,8,51.0,77.2,56.0,3942.0,371.2,19.07,25.55,11.85,296841.4,56.1,1138.0,turbo,7.18,long
RUN-000925,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,2,46.7,57.1,35.4,1768.2,94.2,17.98,15.16,2.94,1117855.4,56.3,1140.5,low_power,4.23,short
RUN-000926,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,4,73.2,80.8,44.2,3355.7,234.7,26.92,31.91,4.65,134058.2,92.2,1199.2,turbo,6.56,long
RUN-000927,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,72.6,81.1,41.9,946.2,362.6,21.66,25.56,25.02,27700.8,36.1,1176.8,nominal,3.49,long
RUN-000928,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,70.6,85.8,42.7,3497.7,388.6,10.29,14.36,7.6,3971480.7,87.9,1083.8,turbo,7.1,normal
RUN-000929,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,8,80.6,100.0,33.9,1334.1,412.8,15.57,23.74,1.12,182360.1,83.4,1069.7,nominal,2.41,short
RUN-000930,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,4,69.1,76.6,74.9,3519.2,183.2,3.15,2.85,5.68,21884242.2,98.0,1154.3,turbo,6.1,normal
RUN-000931,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,49.7,52.9,39.1,4015.8,284.3,9.38,8.93,5.33,19787995.1,83.2,1161.5,turbo,7.3,normal
RUN-000932,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,72.8,98.7,39.3,2660.5,125.2,3.51,3.71,20.9,1212729.6,68.5,1139.8,low_power,4.25,short
RUN-000933,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,8,78.3,93.7,46.6,952.7,266.4,11.93,8.74,15.17,834769.5,59.1,1107.3,nominal,5.98,normal
RUN-000934,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,92.9,100.0,24.2,3937.8,303.1,13.49,9.71,18.51,300799.3,58.4,1110.1,nominal,3.91,normal
RUN-000935,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,58.4,88.2,43.7,4884.7,473.4,15.77,22.84,15.79,804133.3,60.0,1208.3,nominal,4.07,short
RUN-000936,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,67.2,80.6,41.6,3133.9,399.0,22.29,32.79,0.21,1521446.4,98.0,1159.8,turbo,7.02,short
RUN-000937,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,8,48.0,51.6,30.6,1685.4,330.0,20.72,17.5,11.39,231648.6,81.1,1172.8,nominal,3.38,short
