simulation_id,host,os_release,simulator,simulator_version,cpu_model,cpu_cores_allocated,cpu_util_avg_pct,cpu_util_peak_pct,mem_util_avg_pct,peak_mem_mb,disk_io_mb,wall_time_s,cpu_time_s,license_wait_s,sim_perf_cycles_per_sec,temperature_c,voltage_mv,power_mode,power_w,grid_queue
RUN-000316,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,75.8,81.4,37.9,1992.2,367.6,13.85,17.31,7.04,1717290.0,30.4,1150.6,low_power,4.25,normal
RUN-000317,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,3,45.2,51.9,32.5,3120.0,270.5,18.26,19.87,15.08,880437.9,51.2,1122.9,nominal,4.18,short
RUN-000318,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,2,42.2,65.8,68.5,3145.9,144.8,12.78,12.16,14.97,447811.2,50.2,1053.0,turbo,6.59,normal
RUN-000319,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,54.1,80.3,34.4,2227.8,465.2,25.82,27.36,2.94,456708.4,54.9,1088.6,nominal,3.36,short
RUN-000320,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,45.0,60.4,35.4,3323.9,261.5,23.52,22.68,9.64,38474.0,42.8,1099.8,nominal,0.86,normal
RUN-000321,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,76.8,99.5,40.9,3532.8,285.1,15.45,20.66,14.27,699610.7,71.5,1123.4,turbo,5.36,short
RUN-000322,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,76.1,97.7,71.8,541.2,92.1,13.6,18.59,4.36,242054.6,20.0,1150.1,nominal,5.11,short
RUN-000323,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,59.2,74.1,18.9,3350.3,382.5,21.64,17.35,23.71,48705.2,64.7,1138.9,nominal,4.89,normal
RUN-000324,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,3,50.2,59.4,49.7,2209.5,219.4,7.02,8.51,8.03,3588047.6,34.1,1071.7,low_power,5.29,long
RUN-000325,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,59.5,71.6,48.7,2777.9,201.1,20.97,27.17,1.6,107652.2,83.0,1086.3,turbo,7.94,short
RUN-000326,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,32.1,61.7,39.0,4403.8,372.8,15.1,15.91,10.73,2299920.0,48.7,1093.3,nominal,3.56,long
RUN-000327,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,61.3,82.5,39.9,3091.1,125.0,9.83,10.27,3.13,1872523.3,20.4,1085.6,nominal,5.0,long
RUN-000328,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,85.3,100.0,33.9,4911.1,371.8,19.08,17.77,20.16,591105.5,59.9,1183.7,nominal,3.68,short
RUN-000329,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,71.1,75.2,46.0,3001.7,433.0,28.31,37.31,7.37,1322122.3,45.6,1183.6,low_power,5.17,normal
RUN-000330,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,3,67.7,76.2,41.4,2232.7,349.6,23.76,18.39,8.5,297718.1,73.8,1116.4,nominal,3.92,normal
RUN-000331,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,68.5,74.4,49.6,1447.8,421.6,25.13,18.39,14.79,118292.6,55.3,1163.1,turbo,7.03,short
RUN-000332,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,67.5,73.7,63.0,1380.6,251.8,9.79,8.85,4.44,1430666.0,45.0,1091.2,low_power,4.24,long
RUN-000333,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,2,54.0,59.3,53.8,2329.7,271.4,28.94,42.45,16.51,255081.5,71.2,1085.5,nominal,5.32,short
RUN-000334,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,3,49.3,79.0,40.0,2030.0,149.2,10.49,14.04,11.6,798527.6,39.1,1129.8,low_power,4.0,long
RUN-000335,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,2,36.5,56.8,54.9,4156.4,200.2,35.86,50.01,6.25,1485576.0,65.8,1119.6,nominal,5.04,short
RUN-000336,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,53.8,62.3,54.0,2271.1,306.7,14.25,16.07,11.59,504353.3,44.4,1127.7,nominal,5.08,short
RUN-000337,farm-node-07,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,67.3,85.6,35.3,3076.3,570.5,12.27,14.78,16.57,360785.2,49.4,1091.4,nominal,2.37,normal
RUN-000338,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,3,49.4,57.0,43.9,4138.5,383.3,28.9,42.68,0.82,385870.6,41.2,1086.0,low_power,4.44,long
RUN-000339,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,54.0,58.7,45.7,2833.6,104.6,5.97,6.89,0.74,1548000.7,68.3,1133.8,turbo,5.73,normal
RUN-000340,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,3,63.0,85.6,69.8,3472.8,413.2,20.48,30.43,20.02,696811.7,59.8,1146.8,turbo,5.16,long
RUN-000341,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,3,64.7,80.8,37.3,3756.9,327.8,4.6,5.64,13.38,1201768.0,72.4,1119.3,low_power,4.03,long
RUN-000342,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,2,63.9,73.2,56.2,2702.7,256.2,29.69,33.43,3.48,134156.2,45.6,1178.1,nominal,5.79,normal
RUN-000343,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,2,57.7,76.3,62.1,2656.7,303.0,4.81,5.49,20.26,3040575.5,51.5,1132.8,nominal,3.99,normal
RUN-000344,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,70.4,74.5,35.4,1984.1,194.3,25.38,28.66,9.84,428872.7,20.9,1127.9,low_power,2.8,long
RUN-000345,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,1,66.9,80.6,40.8,2107.1,142.7,16.29,15.55,11.65,338501.5,69.7,1141.9,nominal,3.41,short
RUN-000346,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,4,68.8,98.7,32.5,3997.6,347.8,17.19,12.2,5.26,93235.0,55.2,1187.9,low_power,3.02,normal
RUN-000347,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,44.0,65.2,51.3,4315.3,313.4,14.26,19.12,3.22,3650380.2,73.7,1162.2,low_power,3.12,short
RUN-000348,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,63.5,86.0,13.5,3169.9,293.4,32.43,32.83,4.94,850747.3,56.6,1136.8,nominal,5.26,normal
RUN-000349,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,61.6,90.2,52.4,2074.5,454.4,27.79,36.39,11.19,174340.4,57.9,1122.9,nominal,4.82,short
RUN-000350,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,2,41.6,65.3,50.2,2547.7,211.9,5.19,4.78,9.57,5035194.0,62.6,1111.6,low_power,2.95,normal
RUN-000351,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,62.7,83.7,52.6,3060.3,185.3,35.7,27.46,17.24,388156.4,45.3,1155.1,nominal,3.27,short
RUN-000352,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,1,75.9,100.0,29.5,3643.1,160.5,9.8,10.01,7.23,836003.9,60.5,1096.3,low_power,4.54,short
RUN-000353,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,69.3,91.2,62.1,2273.5,303.9,25.41,33.15,15.96,265873.4,55.8,1041.0,nominal,3.35,short
RUN-000354,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,76.3,100.0,22.2,2545.9,134.5,17.79,24.57,3.03,2314331.2,66.8,1160.5,nominal,5.97,normal
RUN-000355,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,84.6,100.0,29.2,1717.4,261.6,9.17,9.89,27.65,677879.4,58.9,1141.4,nominal,4.05,long
RUN-000356,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,43.0,72.4,49.3,1984.0,6.9,21.17,31.01,7.04,336174.2,35.6,1110.4,nominal,3.03,normal
RUN-000357,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,45.3,75.1,57.3,3297.6,545.1,11.35,14.25,4.95,360358.1,32.3,1117.6,low_power,5.2,long
RUN-000358,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,3,48.9,75.3,69.9,3106.8,495.7,19.3,19.5,3.72,1384520.7,44.8,1159.9,nominal,3.69,normal
RUN-000359,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,1,61.7,81.6,50.4,2036.9,130.2,30.23,40.74,8.35,1098745.3,71.5,1120.4,low_power,3.1,short
RUN-000360,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,52.9,63.5,53.7,3332.4,447.2,15.57,13.22,5.37,1924815.5,65.6,1104.3,low_power,4.39,normal
RUN-000361,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,3,56.4,77.2,23.6,2669.4,344.5,9.89,10.22,4.49,597349.2,67.3,1066.5,nominal,4.76,short
RUN-000362,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,61.8,71.8,53.3,3529.2,231.3,10.69,10.95,14.82,2331515.2,69.0,1109.8,nominal,5.59,short
RUN-000363,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,66.0,77.4,48.9,2753.4,320.1,30.57,31.6,7.3,379055.5,29.9,1121.0,nominal,3.99,long
RUN-000364,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,37.3,61.7,62.8,3769.6,633.3,29.96,24.68,6.67,1145270.1,41.5,1114.4,nominal,5.03,long
RUN-000365,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,46.4,53.7,54.8,3910.8,54.2,27.88,35.99,3.02,433079.1,55.0,1050.6,nominal,4.63,short
RUN-000366,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,3,99.0,100.0,61.1,1962.9,228.3,9.42,11.57,0.76,458405.6,55.2,1096.7,nominal,2.35,short
RUN-000367,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,81.6,94.6,62.5,3157.6,490.7,12.98,9.32,31.08,2338315.4,80.0,1156.4,low_power,4.41,normal
RUN-000368,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,72.9,76.8,61.5,2138.0,328.2,5.47,8.75,34.03,5078559.4,78.7,1126.7,low_power,4.05,normal
RUN-000369,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,61.7,70.6,63.0,2515.3,174.5,5.77,8.13,7.72,2354557.0,51.1,1167.4,turbo,7.66,short
RUN-000370,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,66.3,78.4,39.0,1246.8,448.2,17.49,22.48,14.16,558376.8,61.5,1067.9,low_power,4.57,long
RUN-000371,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,81.6,94.9,43.9,3077.9,236.2,16.92,20.59,7.1,756745.7,54.5,1141.5,nominal,5.21,normal
RUN-000372,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,53.4,61.1,43.4,2641.7,331.2,13.17,19.13,15.19,1518301.0,71.1,1165.2,nominal,3.84,normal
RUN-000373,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,52.9,77.1,50.1,853.2,502.4,6.34,5.15,8.02,603553.3,55.0,1149.2,nominal,4.5,normal
RUN-000374,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,4,65.5,77.2,53.6,2682.1,242.3,17.86,25.98,5.45,873494.0,61.7,1125.0,low_power,4.04,short
RUN-000375,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,2,56.8,85.8,63.1,2877.2,339.7,21.93,29.98,11.4,725700.7,61.7,1148.1,low_power,5.71,normal
RUN-000376,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,48.9,78.6,56.0,2157.4,312.5,7.61,8.49,1.56,636312.6,74.4,1114.0,nominal,4.6,short
RUN-000377,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,75.5,96.8,31.1,3295.0,319.6,28.65,40.29,7.38,1243377.3,40.1,1096.6,turbo,6.57,normal
RUN-000378,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,3,50.8,63.2,51.4,4058.0,618.6,25.5,29.72,4.82,70607.2,39.7,1114.9,turbo,7.1,short
RUN-000379,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,3,40.3,60.0,34.5,4278.9,183.4,26.36,39.91,3.73,598461.3,51.5,1156.6,nominal,6.34,short
RUN-000380,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,51.6,55.8,39.0,4238.3,468.0,13.71,15.36,9.0,1480347.9,61.9,1193.6,nominal,5.11,long
RUN-000381,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,46.8,72.9,41.2,4263.6,212.0,24.88,18.17,2.76,250927.4,53.3,1064.0,nominal,5.11,normal
RUN-000382,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,58.1,62.3,78.6,2639.7,319.3,9.14,12.79,6.19,6500305.7,22.6,1088.8,low_power,3.64,short
RUN-000383,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,56.1,70.5,69.6,3489.5,179.3,31.4,39.7,18.75,467673.1,45.0,1098.2,nominal,5.59,normal
RUN-000384,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,59.3,88.1,33.6,3022.3,417.8,5.75,4.79,10.1,2949563.8,69.4,1066.5,turbo,7.33,long
RUN-000385,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,62.3,68.0,38.8,2115.7,440.0,6.97,7.61,19.22,388791.0,53.8,1145.1,low_power,3.27,normal
RUN-000386,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,51.8,68.2,24.4,4135.3,252.5,8.37,10.33,3.03,135178.9,39.2,1054.4,nominal,4.31,long
RUN-000387,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,1,46.6,70.0,51.1,1429.6,323.8,20.03,29.08,0.73,997327.6,52.9,1082.9,nominal,6.16,normal
RUN-000388,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,3,63.7,75.0,47.6,3615.9,369.0,6.86,9.0,7.76,1338034.0,43.2,1168.3,nominal,3.65,normal
RUN-000389,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,79.2,100.0,51.0,2400.4,428.9,18.14,15.2,6.32,640598.8,64.3,1172.1,nominal,4.37,short
RUN-000390,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,68.7,72.5,32.8,3439.0,356.5,29.59,33.91,16.0,811912.9,46.1,1109.4,low_power,2.57,short
RUN-000391,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,99.0,100.0,59.3,3423.6,172.4,2.62,4.15,15.58,1593769.8,58.2,1111.3,low_power,3.09,normal
RUN-000392,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,59.2,68.8,50.1,2123.8,325.8,13.42,13.3,6.13,335264.3,48.4,1034.4,low_power,4.37,normal
RUN-000393,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,28.2,35.5,45.1,439.8,228.0,8.32,8.3,5.56,841697.7,35.0,1149.8,nominal,3.62,normal
RUN-000394,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,74.3,78.1,76.6,2331.7,110.3,13.08,14.66,9.44,838362.2,61.8,1082.1,nominal,1.69,long
RUN-000395,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,51.1,76.6,43.0,3091.8,421.1,12.77,12.6,3.82,82320.0,59.0,1119.1,nominal,3.45,short
RUN-000396,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,49.7,62.2,68.2,4795.5,526.9,27.63,33.69,4.15,720786.1,45.0,1182.6,nominal,2.86,short
RUN-000397,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,4,64.6,69.1,70.0,2478.6,505.0,21.43,23.53,1.87,33420.4,62.2,1053.4,nominal,4.34,normal
RUN-000398,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,71.3,76.3,38.3,2735.6,107.9,4.35,5.91,6.22,1774901.6,55.9,1152.6,nominal,6.01,short
RUN-000399,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,60.0,81.5,41.0,4352.7,448.0,14.75,16.7,3.98,240812.9,50.3,1140.6,nominal,3.28,long
RUN-000400,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,86.6,94.3,60.8,4549.7,374.9,5.47,4.32,3.92,962760.0,51.1,1146.5,nominal,3.05,normal
RUN-000401,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,47.7,70.7,69.3,2849.1,246.4,22.12,35.37,21.83,1785984.4,48.2,1160.5,low_power,3.87,short
RUN-000402,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,64.8,79.3,37.3,2582.3,520.1,26.46,37.53,1.76,107035.3,49.8,1155.3,nominal,3.35,short
RUN-000403,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,83.8,96.2,73.2,2908.6,257.0,11.29,11.11,4.94,1078084.0,68.8,1114.0,nominal,4.41,long
RUN-000404,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,81.0,100.0,44.7,1156.8,256.7,29.01,30.67,11.96,113659.9,58.8,1069.6,nominal,2.68,short
RUN-000405,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,44.1,56.2,44.7,2229.7,287.5,30.67,47.82,14.58,576393.4,67.6,1160.2,low_power,4.37,long
RUN-000406,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,51.5,74.8,38.3,4030.5,404.0,26.07,36.71,0.69,959251.4,32.4,1118.9,nominal,3.76,normal
RUN-000407,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,3,61.7,74.3,34.5,2802.2,186.8,18.34,29.01,22.4,760155.7,74.2,1132.1,nominal,5.15,short
RUN-000408,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,81.0,100.0,51.2,3306.9,214.3,6.77,5.49,11.07,11600982.3,54.1,1151.9,low_power,5.5,short
RUN-000409,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,4,56.6,61.7,40.2,3084.4,422.5,21.05,30.49,0.06,362807.8,38.4,1079.2,low_power,4.15,short
RUN-000410,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,60.3,83.5,81.3,2917.0,425.3,22.84,36.14,6.75,1029297.3,52.4,1056.9,low_power,5.02,normal
RUN-000411,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,75.7,98.5,34.2,2273.0,264.4,12.71,13.14,11.39,2843834.3,29.5,1099.6,nominal,3.92,short
RUN-000412,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,4,50.9,54.5,42.0,3110.1,534.1,9.2,11.47,14.78,2184545.2,54.3,1108.8,low_power,7.27,normal
RUN-000413,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,3,39.0,55.2,45.3,3183.5,198.3,17.88,17.34,9.04,710618.8,60.6,1163.1,turbo,8.43,long
RUN-000414,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,54.1,59.5,51.2,4548.7,659.7,32.24,37.74,22.39,650958.7,20.2,1109.5,nominal,5.41,short
RUN-000415,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,1,16.3,20.0,41.2,2208.9,99.1,6.31,4.43,5.2,993146.6,64.2,1123.1,low_power,4.82,long
RUN-000416,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,3,40.3,62.9,37.3,1828.5,267.1,13.35,16.25,24.02,661156.3,58.6,1176.8,nominal,3.19,short
RUN-000417,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,48.2,62.6,36.0,2305.0,364.6,7.55,6.65,14.31,320651.5,33.7,1102.1,low_power,5.8,normal
RUN-000418,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,61.9,80.1,34.9,2838.5,432.1,27.6,32.42,2.44,3689820.9,65.9,1148.6,low_power,3.31,long
RUN-000419,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,62.5,82.7,40.4,3267.1,391.7,12.05,13.3,1.28,3533355.2,49.2,1127.7,nominal,1.5,long
RUN-000420,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,70.7,92.2,40.4,2078.8,447.2,26.26,20.42,0.66,147309.6,67.3,1058.7,turbo,7.15,long
RUN-000421,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,79.8,86.4,38.4,2788.0,101.3,25.84,34.24,5.87,72313.7,52.5,1081.3,low_power,2.88,long
RUN-000422,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,2,61.1,90.5,46.4,2016.9,461.7,9.26,12.3,1.04,700642.9,62.5,1074.3,low_power,5.14,normal
RUN-000423,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,49.3,60.4,51.7,2665.2,321.3,18.49,22.64,5.42,1376679.9,62.2,1079.6,low_power,3.09,normal
RUN-000424,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,3,80.0,100.0,49.8,3023.2,376.2,4.83,4.81,26.57,1757169.6,54.4,1148.1,low_power,3.14,long
RUN-000425,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,64.9,83.7,40.1,1531.2,217.2,26.88,20.73,6.69,371144.0,66.7,1088.3,low_power,4.15,normal
RUN-000426,farm-node-07,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,51.6,61.4,58.3,2955.5,207.6,19.59,16.99,7.01,506047.5,54.2,1142.6,nominal,2.85,long
RUN-000427,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,1,52.4,78.0,46.2,4108.8,166.1,13.99,12.25,4.1,164596.4,69.0,1100.8,nominal,3.5,normal
RUN-000428,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,52.3,55.6,30.5,1893.3,137.1,28.79,21.59,0.76,1388412.0,41.7,1085.2,low_power,4.33,long
RUN-000429,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,65.8,85.3,25.1,3475.5,460.4,16.76,22.69,2.85,1529368.6,71.7,1082.2,nominal,5.07,short
RUN-000430,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,54.5,78.3,45.3,4611.1,257.5,6.35,9.77,4.31,1138495.1,62.0,1066.8,nominal,2.04,short
RUN-000431,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,71.1,77.6,64.6,3784.6,512.4,26.71,40.17,1.88,148938.4,40.5,1131.6,low_power,4.67,short
RUN-000432,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,58.5,73.0,36.7,3125.8,439.3,24.95,19.49,4.66,600796.9,43.3,1116.4,nominal,3.19,short
RUN-000433,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,63.0,84.5,34.5,3008.9,278.0,16.8,13.59,18.0,373011.7,57.9,1159.5,nominal,4.24,long
RUN-000434,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,67.4,79.9,53.3,2011.9,270.5,12.26,14.11,10.61,88839.6,53.4,1124.7,nominal,5.23,normal
RUN-000435,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,43.7,61.9,53.3,3879.6,216.1,26.62,31.07,1.03,460286.5,41.5,1116.0,nominal,3.77,long
RUN-000436,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,62.1,83.1,59.6,3919.3,175.0,20.71,17.58,9.86,650561.1,43.8,1115.9,low_power,2.37,long
RUN-000437,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,76.4,100.0,46.7,3210.9,291.2,5.89,5.61,5.52,1871264.3,65.0,1172.8,nominal,1.78,normal
RUN-000438,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,43.7,68.7,42.7,1769.9,42.8,22.51,26.21,28.77,188552.0,83.6,1085.6,turbo,6.7,normal
RUN-000439,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,1,77.9,88.7,46.8,3064.8,310.2,37.63,37.08,6.65,1056560.4,40.6,1173.8,turbo,6.5,long
RUN-000440,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,49.1,63.1,56.8,3036.6,453.6,22.1,24.38,1.29,155829.6,67.5,1122.6,low_power,6.16,normal
RUN-000441,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,59.1,84.4,45.3,1326.5,167.2,8.09,12.85,10.47,1228385.5,79.8,1086.0,low_power,3.82,normal
RUN-000442,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,59.5,63.9,65.8,2667.1,523.8,28.6,41.95,9.31,580586.9,54.3,1121.7,low_power,2.35,normal
RUN-000443,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,43.5,48.0,47.5,3066.9,300.4,16.57,26.18,3.89,99640.4,65.2,1103.5,low_power,5.3,short
RUN-000444,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,46.4,73.2,69.8,2483.2,349.1,14.77,16.2,1.76,942507.8,71.4,1087.8,nominal,5.2,normal
RUN-000445,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,48.1,75.6,46.1,1888.0,575.7,16.78,12.39,14.26,2221208.3,48.5,1170.8,nominal,4.32,short
RUN-000446,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,59.7,85.2,45.9,1624.2,293.4,30.79,30.14,14.9,652670.5,54.5,1053.5,nominal,4.88,long
RUN-000447,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,2,58.1,83.3,40.2,2465.4,525.4,9.51,14.44,9.39,415659.6,43.8,1130.1,low_power,5.57,normal
RUN-000448,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,46.7,53.2,45.8,2814.7,36.5,24.83,36.49,0.62,106935.0,41.7,1118.6,nominal,5.11,normal
RUN-000449,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,4,69.6,98.9,57.1,3296.3,343.3,17.7,13.48,9.71,240336.4,52.9,1163.5,turbo,4.97,normal
RUN-000450,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,60.3,76.1,59.5,1193.0,92.4,17.02,24.61,11.11,321928.7,44.6,1132.5,low_power,5.08,normal
RUN-000451,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,61.1,73.3,30.4,3013.2,514.8,21.86,18.28,0.91,1334217.8,33.1,1169.4,nominal,5.21,short
