runId,test_id,seed,result,pass_fail,failure_class,err_code,error_id,first_error_time_ns,uvm_error_count,uvm_warning_count,uvm_fatal_count,assertion_failures,scoreboard_mismatches,execution_time_ms,throughput_mbps,sim_cycles,exit_code,verdict_source
RUN-000557,backpressure_test-000557,1179667129,PASS,pass,NONE,,,,0,0,0,0,0,109.77,0.0071,21953002,0,uvm_report_server
RUN-000558,backpressure_test-000558,1831362657,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,8200,1,0,0,0,0,12.2,0.0072,2440872,1,uvm_report_server
RUN-000559,reg_sweep_test-000559,489280792,PASS,pass,NONE,,,,0,0,0,0,0,579.62,0.0013,14490463,0,uvm_report_server
RUN-000560,reset_recovery_test-000560,1493097711,PASS,pass,NONE,,,,0,1,0,0,0,691.99,0.0012,34599606,0,uvm_report_server
RUN-000561,dma_burst_test-000561,1731123464,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,673710,2,0,0,1,1,677.71,0.0014,33885484,1,uvm_report_server
RUN-000562,backpressure_test-000562,104928350,PASS,pass,NONE,,,,0,0,0,0,0,513.92,0.0054,51391530,0,uvm_report_server
RUN-000563,backpressure_test-000563,198307035,PASS,pass,NONE,,,,0,1,0,0,0,87.84,0.0171,8784325,0,uvm_report_server
RUN-000564,reg_sweep_test-000564,1193518431,PASS,pass,NONE,,,,0,0,0,0,0,91.48,0.0161,9148155,0,uvm_report_server
RUN-000565,parity_stress_test-000565,2038037622,PASS,pass,NONE,,,,0,0,0,0,0,320.81,0.0006,16040317,0,uvm_report_server
RUN-000566,reg_sweep_test-000566,1609296753,PASS,pass,NONE,,,,0,0,0,0,0,9.8,0.0712,1960764,0,uvm_report_server
RUN-000567,reset_recovery_test-000567,1249165626,PASS,pass,NONE,,,,0,0,0,0,0,87.07,0.001,4353641,0,uvm_report_server
RUN-000568,irq_storm_test-000568,554358386,PASS,pass,NONE,,,,0,0,0,0,0,23.43,0.0042,1171580,0,uvm_report_server
RUN-000569,dma_burst_test-000569,838935205,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,55410,3,1,0,1,1,59.41,0.0014,5941453,1,uvm_report_server
RUN-000570,reset_recovery_test-000570,362620468,PASS,pass,NONE,,,,0,0,0,0,0,60.6,0.0034,3030024,0,uvm_report_server
RUN-000571,irq_storm_test-000571,1781320423,PASS,pass,NONE,,,,0,0,0,0,0,72.02,0.0105,7202323,0,uvm_report_server
RUN-000572,reset_recovery_test-000572,272330094,FAIL,fail,IRQ_LOST,B_IRQ_0x45,IRQ_LOST,775680,1,0,0,0,0,779.68,0.0012,19492091,1,uvm_report_server
RUN-000573,backpressure_test-000573,1775115782,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,444480,4,0,0,1,0,448.48,0.0002,22424032,1,uvm_report_server
RUN-000574,irq_storm_test-000574,1560125011,PASS,pass,NONE,,,,0,0,0,0,0,70.61,0.0103,7061260,0,uvm_report_server
RUN-000575,dma_burst_test-000575,368110215,PASS,pass,NONE,,,,0,0,0,0,0,343.1,0.0044,34310429,0,uvm_report_server
RUN-000576,backpressure_test-000576,863330529,PASS,pass,NONE,,,,0,0,0,0,0,318.47,0.0048,31846759,0,uvm_report_server
RUN-000577,irq_storm_test-000577,515884203,PASS,pass,NONE,,,,0,1,0,0,0,16.43,0.0226,1642905,0,uvm_report_server
RUN-000578,dma_burst_test-000578,1087696266,PASS,pass,NONE,,,,0,0,0,0,0,500.99,0.0032,25049468,0,uvm_report_server
RUN-000579,backpressure_test-000579,1534270808,PASS,pass,NONE,,,,0,1,0,0,0,792.5,0.002,39624836,0,uvm_report_server
RUN-000580,dma_burst_test-000580,1039181774,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,22060,4,0,0,1,1,26.06,0.0043,651455,1,uvm_report_server
RUN-000581,reset_recovery_test-000581,236702403,PASS,pass,NONE,,,,0,1,0,0,0,42.81,0.0372,8562197,0,uvm_report_server
RUN-000582,backpressure_test-000582,1318290613,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,316890,3,0,1,1,0,320.89,0.0015,16044638,1,uvm_report_server
RUN-000583,parity_stress_test-000583,982873908,PASS,pass,NONE,,,,0,0,0,0,0,53.5,0.0139,5350456,0,uvm_report_server
RUN-000584,reset_recovery_test-000584,1111100364,PASS,pass,NONE,,,,0,0,0,0,0,203.94,0.0009,10196879,0,uvm_report_server
RUN-000585,parity_stress_test-000585,1135329280,PASS,pass,NONE,,,,0,0,0,0,0,475.28,0.0015,11882064,0,uvm_report_server
RUN-000586,dma_burst_test-000586,2071451304,PASS,pass,NONE,,,,0,0,0,0,0,21.72,0.0086,4343754,0,uvm_report_server
RUN-000587,backpressure_test-000587,1838163728,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,60700,2,0,0,1,1,64.7,0.0014,12939209,1,uvm_report_server
RUN-000588,parity_stress_test-000588,1114270261,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,91360,3,0,0,0,1,95.36,0.0001,2384023,1,uvm_report_server
RUN-000589,reset_recovery_test-000589,1906941159,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,60099,1,0,0,0,0,64.1,0.0018,3204970,1,uvm_report_server
RUN-000590,uart_loopback_test-000590,1481089707,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,26640,3,1,0,0,0,30.64,0.0022,1532049,1,uvm_report_server
RUN-000591,irq_storm_test-000591,921764538,PASS,pass,NONE,,,,0,0,0,0,0,143.88,0.0056,7194105,0,uvm_report_server
RUN-000592,uart_loopback_test-000592,291984901,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,265450,2,0,1,0,0,269.45,0.0005,26945407,1,uvm_report_server
RUN-000593,irq_storm_test-000593,418990097,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,21280,4,0,0,1,0,25.28,0.0048,1263836,1,uvm_report_server
RUN-000594,reset_recovery_test-000594,1380736798,PASS,pass,NONE,,,,0,0,0,0,0,144.86,0.0012,14485774,0,uvm_report_server
RUN-000595,reset_recovery_test-000595,582170451,PASS,pass,NONE,,,,0,0,0,0,0,94.24,0.0042,4712199,0,uvm_report_server
RUN-000596,reg_sweep_test-000596,1644375180,PASS,pass,NONE,,,,0,1,0,0,0,217.68,0.0075,10883923,0,uvm_report_server
RUN-000597,irq_storm_test-000597,991288977,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,114010,1,0,0,0,0,118.01,0.0006,11800666,1,uvm_report_server
RUN-000598,dma_burst_test-000598,535932850,PASS,pass,NONE,,,,0,0,0,0,0,309.92,0.0014,7748071,0,uvm_report_server
RUN-000599,uart_loopback_test-000599,2074695918,PASS,pass,NONE,,,,0,1,0,0,0,47.82,0.004,4781527,0,uvm_report_server
RUN-000600,irq_storm_test-000600,1700678857,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,747490,3,0,1,1,0,751.49,0.0006,18787290,1,uvm_report_server
RUN-000601,backpressure_test-000601,2053064347,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,392670,2,0,1,0,0,396.67,0.0003,9916633,1,uvm_report_server
RUN-000602,reg_sweep_test-000602,2047821393,PASS,pass,NONE,,,,0,1,0,0,0,496.78,0.0029,49678366,0,uvm_report_server
RUN-000603,reset_recovery_test-000603,1023327476,PASS,pass,NONE,,,,0,1,0,0,0,405.26,0.0019,10131579,0,uvm_report_server
RUN-000604,dma_burst_test-000604,1736168216,PASS,pass,NONE,,,,0,0,0,0,0,41.49,0.0098,2074565,0,uvm_report_server
RUN-000605,backpressure_test-000605,805506279,PASS,pass,NONE,,,,0,0,0,0,0,74.14,0.0056,7413595,0,uvm_report_server
RUN-000606,uart_loopback_test-000606,572815716,PASS,pass,NONE,,,,0,1,0,0,0,50.12,0.0084,5012319,0,uvm_report_server
RUN-000607,backpressure_test-000607,1449255109,PASS,pass,NONE,,,,0,0,0,0,0,192.12,0.0044,4802995,0,uvm_report_server
RUN-000608,reg_sweep_test-000608,860117201,PASS,pass,NONE,,,,0,0,0,0,0,14.72,0.0273,1472495,0,uvm_report_server
RUN-000609,parity_stress_test-000609,217727605,FAIL,fail,ASSERTION_FAIL,B_ASRT_0x81,ASSERTION_FAIL,795890,1,1,0,0,0,799.89,0.0005,19997254,1,uvm_report_server
RUN-000610,irq_storm_test-000610,366577436,PASS,pass,NONE,,,,0,0,0,0,0,442.17,0.0032,22108396,0,uvm_report_server
RUN-000611,reset_recovery_test-000611,2122060027,PASS,pass,NONE,,,,0,0,0,0,0,57.13,0.0034,5713372,0,uvm_report_server
RUN-000612,reg_sweep_test-000612,1583439512,PASS,pass,NONE,,,,0,0,0,0,0,43.37,0.0192,8673399,0,uvm_report_server
RUN-000613,uart_loopback_test-000613,1278033266,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,789930,2,1,1,0,0,793.93,0.0005,39696328,1,uvm_report_server
RUN-000614,backpressure_test-000614,1266269064,FAIL,fail,PREADY_TIMEOUT,B_APB_0x58,PREADY_TIMEOUT,138260,1,0,1,0,0,142.26,0.0015,7112785,1,uvm_report_server
RUN-000615,reg_sweep_test-000615,987463891,PASS,pass,NONE,,,,0,0,0,0,0,43.49,0.0022,4348933,0,uvm_report_server
RUN-000616,reset_recovery_test-000616,1768894858,PASS,pass,NONE,,,,0,1,0,0,0,275.46,0.0007,13773057,0,uvm_report_server
RUN-000617,dma_burst_test-000617,1931917544,PASS,pass,NONE,,,,0,1,0,0,0,770.03,0.002,38501317,0,uvm_report_server
RUN-000618,uart_loopback_test-000618,1582378112,PASS,pass,NONE,,,,0,0,0,0,0,102.32,0.0009,2557989,0,uvm_report_server
RUN-000619,uart_loopback_test-000619,1011608728,PASS,pass,NONE,,,,0,0,0,0,0,316.63,0.0051,7915864,0,uvm_report_server
RUN-000620,reg_sweep_test-000620,1870501133,PASS,pass,NONE,,,,0,0,0,0,0,190.26,0.001,4756539,0,uvm_report_server
RUN-000621,reset_recovery_test-000621,1631478771,PASS,pass,NONE,,,,0,0,0,0,0,796.9,0.0009,39845107,0,uvm_report_server
RUN-000622,parity_stress_test-000622,1609856155,PASS,pass,NONE,,,,0,0,0,0,0,80.25,0.0025,8025357,0,uvm_report_server
RUN-000623,irq_storm_test-000623,541034622,PASS,pass,NONE,,,,0,0,0,0,0,26.15,0.0575,5229638,0,uvm_report_server
RUN-000624,backpressure_test-000624,1371866552,PASS,pass,NONE,,,,0,0,0,0,0,241.85,0.0032,12092496,0,uvm_report_server
RUN-000625,reset_recovery_test-000625,1860924960,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,137890,2,0,1,0,0,141.89,0.0004,7094567,1,uvm_report_server
RUN-000626,reg_sweep_test-000626,379864065,PASS,pass,NONE,,,,0,0,0,0,0,178.19,0.0011,17818787,0,uvm_report_server
RUN-000627,dma_burst_test-000627,235891971,PASS,pass,NONE,,,,0,0,0,0,0,194.47,0.002,9723547,0,uvm_report_server
RUN-000628,dma_burst_test-000628,268240874,PASS,pass,NONE,,,,0,0,0,0,0,644.43,0.0021,64443139,0,uvm_report_server
RUN-000629,uart_loopback_test-000629,1499086193,FAIL,fail,METASTABILITY,B_CDC_0x62,METASTABILITY,46770,2,1,0,0,0,50.77,0.0043,5076537,1,uvm_report_server
RUN-000630,reg_sweep_test-000630,1711820399,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,28130,2,1,0,0,1,32.13,0.008,3212560,1,uvm_report_server
RUN-000631,backpressure_test-000631,72101540,PASS,pass,NONE,,,,0,1,0,0,0,52.65,0.0037,1316364,0,uvm_report_server
RUN-000632,irq_storm_test-000632,366649745,PASS,pass,NONE,,,,0,0,0,0,0,150.55,0.0013,7527586,0,uvm_report_server
RUN-000633,reset_recovery_test-000633,1648326117,PASS,pass,NONE,,,,0,0,0,0,0,176.19,0.0088,17618754,0,uvm_report_server
RUN-000634,reset_recovery_test-000634,1621183486,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,38270,4,1,0,1,0,42.27,0.0015,4227328,1,uvm_report_server
RUN-000635,reg_sweep_test-000635,180393313,PASS,pass,NONE,,,,0,0,0,0,0,336.03,0.0012,16801468,0,uvm_report_server
RUN-000636,parity_stress_test-000636,1953553708,PASS,pass,NONE,,,,0,0,0,0,0,353.19,0.001,35318977,0,uvm_report_server
RUN-000637,reset_recovery_test-000637,1103762441,PASS,pass,NONE,,,,0,0,0,0,0,100.9,0.0036,5045125,0,uvm_report_server
RUN-000638,irq_storm_test-000638,1735757241,PASS,pass,NONE,,,,0,1,0,0,0,120.81,0.003,12080764,0,uvm_report_server
RUN-000639,reg_sweep_test-000639,2044745499,PASS,pass,NONE,,,,0,0,0,0,0,20.3,0.0387,4059908,0,uvm_report_server
RUN-000640,reset_recovery_test-000640,85900125,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,13130,3,0,0,1,1,17.13,0.0023,856412,1,uvm_report_server
RUN-000641,uart_loopback_test-000641,509923425,PASS,pass,NONE,,,,0,0,0,0,0,37.25,0.0104,3724926,0,uvm_report_server
RUN-000642,reset_recovery_test-000642,1278016762,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,347800,2,0,1,0,0,351.8,0.0024,35180213,1,uvm_report_server
RUN-000643,backpressure_test-000643,1539229232,PASS,pass,NONE,,,,0,0,0,0,0,36.35,0.0055,908797,0,uvm_report_server
RUN-000644,dma_burst_test-000644,1278200344,PASS,pass,NONE,,,,0,0,0,0,0,52.52,0.0018,1313123,0,uvm_report_server
RUN-000645,reg_sweep_test-000645,324487949,PASS,pass,NONE,,,,0,0,0,0,0,19.35,0.0048,967516,0,uvm_report_server
RUN-000646,irq_storm_test-000646,1979247464,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,84940,3,0,0,0,0,88.94,0.0005,8893764,1,uvm_report_server
RUN-000647,backpressure_test-000647,318629918,FAIL,fail,IRQ_LOST,B_IRQ_0x45,IRQ_LOST,302510,3,0,0,0,0,306.51,0.0002,7662674,1,uvm_report_server
RUN-000648,reset_recovery_test-000648,167704071,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,60830,2,0,0,1,0,64.83,0.0005,12966054,1,uvm_report_server
RUN-000649,reg_sweep_test-000649,724194151,PASS,pass,NONE,,,,0,0,0,0,0,5.62,0.0371,1123551,0,uvm_report_server
RUN-000650,irq_storm_test-000650,1929511638,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,173330,3,0,1,1,0,177.33,0.0006,17732712,1,uvm_report_server
RUN-000651,reg_sweep_test-000651,664572527,PASS,pass,NONE,,,,0,0,0,0,0,112.73,0.0132,22546597,0,uvm_report_server
RUN-000652,reset_recovery_test-000652,1374233464,PASS,pass,NONE,,,,0,0,0,0,0,54.13,0.0137,5413012,0,uvm_report_server
RUN-000653,reg_sweep_test-000653,1185759030,FAIL,fail,PREADY_TIMEOUT,B_APB_0x58,PREADY_TIMEOUT,267030,2,0,1,0,0,271.03,0.0014,54205761,1,uvm_report_server
RUN-000654,irq_storm_test-000654,1485353126,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,310510,2,0,0,0,0,314.51,0.0008,31450642,1,uvm_report_server
RUN-000655,backpressure_test-000655,1990670483,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,150570,3,1,1,1,0,154.57,0.0006,15456834,1,uvm_report_server
RUN-000656,reg_sweep_test-000656,897209,PASS,pass,NONE,,,,0,1,0,0,0,123.24,0.0034,3080882,0,uvm_report_server
RUN-000657,reset_recovery_test-000657,668320945,PASS,pass,NONE,,,,0,1,0,0,0,94.69,0.0082,4734260,0,uvm_report_server
RUN-000658,reg_sweep_test-000658,1998170817,PASS,pass,NONE,,,,0,1,0,0,0,44.46,0.0046,4445682,0,uvm_report_server
RUN-000659,dma_burst_test-000659,845369058,PASS,pass,NONE,,,,0,0,0,0,0,497.81,0.0016,49781288,0,uvm_report_server
RUN-000660,reg_sweep_test-000660,718178645,PASS,pass,NONE,,,,0,1,0,0,0,9.83,0.0105,983273,0,uvm_report_server
RUN-000661,uart_loopback_test-000661,1801888171,PASS,pass,NONE,,,,0,0,0,0,0,585.39,0.0024,29269378,0,uvm_report_server
RUN-000662,backpressure_test-000662,394850028,PASS,pass,NONE,,,,0,0,0,0,0,114.0,0.0145,11399841,0,uvm_report_server
RUN-000663,backpressure_test-000663,189708344,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,2500,1,0,0,0,0,2.76,0.0211,276051,1,uvm_report_server
RUN-000664,backpressure_test-000664,819894940,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,25850,2,0,0,0,1,29.85,0.0076,2984971,1,uvm_report_server
RUN-000665,dma_burst_test-000665,1144822789,PASS,pass,NONE,,,,0,0,0,0,0,482.74,0.0031,48273959,0,uvm_report_server
RUN-000666,irq_storm_test-000666,659835673,PASS,pass,NONE,,,,0,1,0,0,0,6.3,0.0334,1259453,0,uvm_report_server
RUN-000667,reg_sweep_test-000667,2035877126,PASS,pass,NONE,,,,0,0,0,0,0,208.3,0.007,10414961,0,uvm_report_server
RUN-000668,backpressure_test-000668,410388688,PASS,pass,NONE,,,,0,1,0,0,0,74.84,0.0024,3741977,0,uvm_report_server
RUN-000669,uart_loopback_test-000669,405741634,PASS,pass,NONE,,,,0,0,0,0,0,441.17,0.0073,44117398,0,uvm_report_server
RUN-000670,irq_storm_test-000670,462952476,PASS,pass,NONE,,,,0,0,0,0,0,122.1,0.0063,6105032,0,uvm_report_server
RUN-000671,uart_loopback_test-000671,620531428,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,786640,3,1,0,1,0,790.64,0.0006,19765887,1,uvm_report_server
RUN-000672,backpressure_test-000672,139146752,FAIL,fail,REG_MISMATCH,B_REG_0x70,REG_MISMATCH,42810,3,0,0,1,1,46.81,0.009,9361430,1,uvm_report_server
RUN-000673,reg_sweep_test-000673,1445492216,PASS,pass,NONE,,,,0,0,0,0,0,640.32,0.0023,32015785,0,uvm_report_server
RUN-000674,dma_burst_test-000674,939975965,PASS,pass,NONE,,,,0,1,0,0,0,351.27,0.0046,70253431,0,uvm_report_server
RUN-000675,reg_sweep_test-000675,1891628102,PASS,pass,NONE,,,,0,0,0,0,0,55.11,0.0017,1377671,0,uvm_report_server
RUN-000676,uart_loopback_test-000676,860329373,PASS,pass,NONE,,,,0,0,0,0,0,152.09,0.0013,3802238,0,uvm_report_server
RUN-000677,uart_loopback_test-000677,1284935093,PASS,pass,NONE,,,,0,0,0,0,0,118.76,0.0117,11875616,0,uvm_report_server
RUN-000678,irq_storm_test-000678,720519274,PASS,pass,NONE,,,,0,0,0,0,0,25.13,0.0081,2513408,0,uvm_report_server
RUN-000679,reg_sweep_test-000679,2132457611,FAIL,fail,FRAMING_ERROR,B_UART_0x24,FRAMING_ERROR,135630,4,1,0,1,1,139.63,0.0104,13962862,1,uvm_report_server
RUN-000680,parity_stress_test-000680,2073978241,PASS,pass,NONE,,,,0,0,0,0,0,714.82,0.0019,71482489,0,uvm_report_server
RUN-000681,dma_burst_test-000681,1089778233,PASS,pass,NONE,,,,0,0,0,0,0,20.94,0.0089,4188862,0,uvm_report_server
RUN-000682,reset_recovery_test-000682,2133042188,PASS,pass,NONE,,,,0,0,0,0,0,539.24,0.0007,13481093,0,uvm_report_server
RUN-000683,reset_recovery_test-000683,36710770,PASS,pass,NONE,,,,0,1,0,0,0,20.34,0.0096,2033520,0,uvm_report_server
RUN-000684,dma_burst_test-000684,354149702,PASS,pass,NONE,,,,0,0,0,0,0,597.45,0.0023,119489557,0,uvm_report_server
RUN-000685,reg_sweep_test-000685,1742943112,PASS,pass,NONE,,,,0,0,0,0,0,494.08,0.0016,24703763,0,uvm_report_server
RUN-000686,uart_loopback_test-000686,1340941463,PASS,pass,NONE,,,,0,0,0,0,0,182.04,0.0022,4550922,0,uvm_report_server
RUN-000687,reg_sweep_test-000687,1145748253,PASS,pass,NONE,,,,0,0,0,0,0,27.55,0.028,5510723,0,uvm_report_server
RUN-000688,parity_stress_test-000688,1952867513,FAIL,fail,IRQ_LOST,B_IRQ_0x45,IRQ_LOST,93620,1,0,0,0,0,97.62,0.0013,4881192,1,uvm_report_server
RUN-000689,backpressure_test-000689,747644304,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,26390,2,1,1,0,0,30.39,0.0005,3038735,1,uvm_report_server
RUN-000690,backpressure_test-000690,336194674,PASS,pass,NONE,,,,0,0,0,0,0,47.88,0.0019,4788234,0,uvm_report_server
RUN-000691,backpressure_test-000691,2024272754,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,81900,2,0,0,1,0,85.9,0.0009,8590028,1,uvm_report_server
RUN-000692,uart_loopback_test-000692,1686253838,PASS,pass,NONE,,,,0,1,0,0,0,80.14,0.0099,8014104,0,uvm_report_server
RUN-000693,reset_recovery_test-000693,211132134,PASS,pass,NONE,,,,0,0,0,0,0,159.29,0.0045,7964492,0,uvm_report_server
RUN-000694,backpressure_test-000694,1372265145,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,35690,3,0,0,1,0,39.69,0.0009,1984384,1,uvm_report_server
RUN-000695,irq_storm_test-000695,1949581870,PASS,pass,NONE,,,,0,0,0,0,0,293.39,0.0048,29338912,0,uvm_report_server
RUN-000696,parity_stress_test-000696,1066325149,PASS,pass,NONE,,,,0,1,0,0,0,11.31,0.0164,2261441,0,uvm_report_server
RUN-000697,reset_recovery_test-000697,1950792243,FAIL,fail,IRQ_LOST,B_IRQ_0x45,IRQ_LOST,57330,2,1,0,0,0,61.33,0.0016,1533134,1,uvm_report_server
RUN-000698,backpressure_test-000698,78951991,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,180930,3,0,1,1,0,184.93,0.0006,4623275,1,uvm_report_server
RUN-000699,parity_stress_test-000699,881858846,PASS,pass,NONE,,,,0,0,0,0,0,18.0,0.0225,3599639,0,uvm_report_server
RUN-000700,uart_loopback_test-000700,1078153507,PASS,pass,NONE,,,,0,0,0,0,0,384.65,0.0019,9616168,0,uvm_report_server
RUN-000701,reg_sweep_test-000701,581710793,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,128970,3,0,1,1,0,132.97,0.0005,3324271,1,uvm_report_server
RUN-000702,dma_burst_test-000702,328180671,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,702780,3,1,0,1,0,706.78,0.0002,70678316,1,uvm_report_server
RUN-000703,uart_loopback_test-000703,2046022365,PASS,pass,NONE,,,,0,0,0,0,0,118.28,0.0064,5914229,0,uvm_report_server
RUN-000704,uart_loopback_test-000704,973197587,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,33650,2,0,0,1,0,37.65,0.0023,3764686,1,uvm_report_server
RUN-000705,dma_burst_test-000705,1428125371,PASS,pass,NONE,,,,0,0,0,0,0,316.76,0.0051,7919079,0,uvm_report_server
RUN-000706,uart_loopback_test-000706,1237363375,PASS,pass,NONE,,,,0,0,0,0,0,21.44,0.0088,1072049,0,uvm_report_server
RUN-000707,uart_loopback_test-000707,1526981928,PASS,pass,NONE,,,,0,0,0,0,0,93.58,0.0021,4678817,0,uvm_report_server
RUN-000708,parity_stress_test-000708,594725120,PASS,pass,NONE,,,,0,1,0,0,0,202.95,0.0019,20294567,0,uvm_report_server
RUN-000709,uart_loopback_test-000709,43585858,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,642590,3,0,1,1,0,646.59,0.0005,16164794,1,uvm_report_server
RUN-000710,parity_stress_test-000710,484063673,PASS,pass,NONE,,,,0,0,0,0,0,69.29,0.0228,13858729,0,uvm_report_server
RUN-000711,uart_loopback_test-000711,1474054041,FAIL,fail,PREADY_TIMEOUT,B_APB_0x58,PREADY_TIMEOUT,285150,2,0,1,1,0,289.15,0.0008,28915058,1,uvm_report_server
RUN-000712,irq_storm_test-000712,1442872523,PASS,pass,NONE,,,,0,0,0,0,0,39.64,0.0093,3963854,0,uvm_report_server
RUN-000713,irq_storm_test-000713,1743318149,PASS,pass,NONE,,,,0,0,0,0,0,719.81,0.0022,17995374,0,uvm_report_server
RUN-000714,parity_stress_test-000714,519995883,PASS,pass,NONE,,,,0,0,0,0,0,786.73,0.0018,19668202,0,uvm_report_server
RUN-000715,backpressure_test-000715,616636754,PASS,pass,NONE,,,,0,0,0,0,0,20.06,0.0088,4011001,0,uvm_report_server
RUN-000716,parity_stress_test-000716,47493894,FAIL,fail,IRQ_LOST,B_IRQ_0x45,IRQ_LOST,776370,4,0,0,1,0,780.37,0.0005,19509213,1,uvm_report_server
RUN-000717,reg_sweep_test-000717,806544799,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,671170,1,0,0,0,0,675.17,0.0006,33758592,1,uvm_report_server
RUN-000718,uart_loopback_test-000718,1037501136,PASS,pass,NONE,,,,0,1,0,0,0,66.34,0.0029,3317065,0,uvm_report_server
RUN-000719,parity_stress_test-000719,943366485,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,777050,3,1,1,1,0,781.05,0.0003,156209942,1,uvm_report_server
RUN-000720,parity_stress_test-000720,1230530243,PASS,pass,NONE,,,,0,0,0,0,0,304.74,0.0049,30474423,0,uvm_report_server
RUN-000721,reg_sweep_test-000721,1453541072,PASS,pass,NONE,,,,0,0,0,0,0,799.44,0.0019,19985977,0,uvm_report_server
RUN-000722,uart_loopback_test-000722,1484179262,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,2500,3,0,0,0,0,4.86,0.0115,971330,1,uvm_report_server
RUN-000723,uart_loopback_test-000723,60658123,PASS,pass,NONE,,,,0,1,0,0,0,71.03,0.0012,3551694,0,uvm_report_server
RUN-000724,irq_storm_test-000724,38145268,PASS,pass,NONE,,,,0,0,0,0,0,95.43,0.0038,4771653,0,uvm_report_server
RUN-000725,dma_burst_test-000725,584864116,FAIL,fail,FIFO_UNDERRUN,B_DMA_0x31,FIFO_UNDERRUN,40560,4,0,0,1,0,44.56,0.0011,2228152,1,uvm_report_server
RUN-000726,dma_burst_test-000726,1454768185,PASS,pass,NONE,,,,0,1,0,0,0,21.26,0.0096,4252126,0,uvm_report_server
RUN-000727,parity_stress_test-000727,678879730,FAIL,fail,BUS_STARVATION,B_ARB_0x12,BUS_STARVATION,77360,3,1,0,0,0,81.36,0.0009,16272669,1,uvm_report_server
RUN-000728,reg_sweep_test-000728,127093454,PASS,pass,NONE,,,,0,0,0,0,0,23.73,0.0162,4745569,0,uvm_report_server
RUN-000729,parity_stress_test-000729,401873575,PASS,pass,NONE,,,,0,0,0,0,0,8.86,0.0432,1771266,0,uvm_report_server
RUN-000730,dma_burst_test-000730,74173459,FAIL,fail,PSLVERR_TIMEOUT,B_APB_0x55,PSLVERR_TIMEOUT,724980,2,0,1,0,0,728.98,0.0001,18224585,1,uvm_report_server
