run_id,sequence_name,seed,rand_mode,constraint_set,rand_addr_base,rand_addr_range_kb,rand_data_pattern,payload_entropy,rand_rw_ratio,rand_opcode_mix,rand_packet_len_bytes,rand_delay_min_ns,rand_delay_max_ns,rand_idle_cycles,rand_wait_states,rand_priority_mode,rand_traffic_pattern,rand_workload,rand_order,rand_err_inj_mode,rand_transaction_count
RUN-000783,reset_recovery_seq,1921562126,constrained,default,0xf200,16,walking_ones,0.612,0.43,balanced,8,29,103,21,5,fixed,ping_pong,console,in_order,glitch,192
RUN-000784,reset_recovery_seq,1028244962,full_random,default,0x8200,4,random,0.534,0.66,balanced,8,8,239,4,1,weighted,ping_pong,sensor_poll,out_of_order,none,192
RUN-000785,dma_burst_seq,564340627,full_random,default,0xe400,16,incremental,0.8,0.34,balanced,64,0,302,26,10,weighted,ping_pong,console,in_order,bitflip,192
RUN-000786,backpressure_seq,243931927,full_random,corner,0xdb00,4,random,0.47,0.6,balanced,64,4,342,14,4,fixed,ping_pong,dma_stream,in_order,none,384
RUN-000787,irq_storm_seq,607119070,full_random,corner,0x1100,64,incremental,0.157,0.72,reg_rd,128,0,273,22,5,fixed,uniform,dma_stream,out_of_order,bitflip,384
RUN-000788,irq_storm_seq,206979094,constrained,stress,0xe400,4,all_ones,0.458,0.49,reg_rd,16,34,313,9,0,fixed,sparse,boot,in_order,none,768
RUN-000789,backpressure_seq,403024161,constrained,default,0xca00,16,incremental,0.789,0.63,reg_rd,8,33,188,16,3,fixed,burst_hotspot,dma_stream,in_order,bitflip,384
RUN-000790,reg_sweep_seq,750680193,constrained,default,0xee00,64,all_ones,0.072,0.3,reg_rd,8,7,43,28,3,fixed,ping_pong,boot,in_order,glitch,192
RUN-000791,dma_burst_seq,1326456867,constrained,corner,0x7300,64,random,0.868,0.73,reg_wr,64,3,399,8,4,weighted,uniform,sensor_poll,in_order,none,192
RUN-000792,uart_loopback_seq,614246722,full_random,default,0x7a00,64,walking_ones,0.744,0.78,balanced,16,26,90,2,6,fixed,uniform,dma_stream,in_order,none,96
RUN-000793,uart_loopback_seq,2136096687,constrained,default,0x7100,16,walking_ones,0.329,0.39,balanced,16,29,123,16,5,weighted,uniform,boot,in_order,none,48
RUN-000794,dma_burst_seq,1997871426,directed,stress,0x6600,4,walking_ones,0.813,0.79,balanced,128,14,112,9,2,weighted,uniform,dma_stream,in_order,none,192
RUN-000795,irq_storm_seq,2027472962,full_random,default,0xb300,4,random,0.27,0.62,balanced,16,39,283,14,4,weighted,uniform,console,out_of_order,none,192
RUN-000796,reset_recovery_seq,894545504,full_random,default,0x8700,4,incremental,0.634,0.74,reg_wr,16,17,226,21,4,weighted,ping_pong,dma_stream,in_order,none,768
RUN-000797,parity_stress_seq,713366585,full_random,default,0x0e00,16,walking_ones,0.671,0.51,reg_wr,64,29,187,5,10,fixed,uniform,dma_stream,in_order,bitflip,96
RUN-000798,reg_sweep_seq,25537651,directed,stress,0x7100,4,random,0.187,0.32,balanced,8,23,150,15,5,weighted,sparse,sensor_poll,out_of_order,glitch,768
RUN-000799,backpressure_seq,1138559681,constrained,default,0x5200,16,random,0.655,0.22,balanced,64,21,349,24,4,weighted,burst_hotspot,sensor_poll,out_of_order,none,48
RUN-000800,parity_stress_seq,488286195,directed,default,0xb800,4,random,0.43,0.33,reg_rd,64,38,286,22,0,weighted,burst_hotspot,sensor_poll,in_order,none,96
RUN-000801,reset_recovery_seq,947634109,constrained,corner,0xaa00,64,all_ones,0.328,0.52,balanced,64,5,235,31,6,weighted,sparse,dma_stream,out_of_order,none,192
RUN-000802,uart_loopback_seq,1477365028,full_random,stress,0x2100,64,incremental,0.47,0.31,balanced,8,14,31,15,9,weighted,sparse,console,in_order,glitch,48
RUN-000803,uart_loopback_seq,1293617302,constrained,default,0x7400,4,incremental,0.365,0.38,reg_rd,16,39,266,12,0,weighted,burst_hotspot,sensor_poll,in_order,none,96
RUN-000804,backpressure_seq,776149685,full_random,default,0x8100,4,walking_ones,0.256,0.26,balanced,64,31,194,21,6,fixed,burst_hotspot,console,in_order,none,96
RUN-000805,reg_sweep_seq,1525076053,constrained,default,0xc200,64,random,0.755,0.53,reg_rd,16,19,58,5,0,weighted,sparse,boot,in_order,glitch,192
RUN-000806,backpressure_seq,1872117549,constrained,stress,0x5d00,16,random,0.314,0.44,reg_rd,64,30,219,27,7,weighted,uniform,sensor_poll,out_of_order,bitflip,384
RUN-000807,backpressure_seq,1217738321,full_random,default,0x7e00,16,random,0.602,0.52,balanced,16,6,383,23,8,fixed,burst_hotspot,sensor_poll,in_order,none,384
RUN-000808,irq_storm_seq,178415521,constrained,stress,0x7d00,16,random,0.112,0.28,reg_rd,16,24,343,8,8,fixed,sparse,console,in_order,glitch,384
RUN-000809,reg_sweep_seq,2013230740,constrained,stress,0xaa00,64,walking_ones,0.266,0.35,reg_wr,16,30,393,27,10,weighted,burst_hotspot,dma_stream,out_of_order,none,192
RUN-000810,parity_stress_seq,1785515577,constrained,corner,0x0e00,4,walking_ones,0.762,0.34,balanced,16,6,371,11,10,weighted,ping_pong,sensor_poll,in_order,none,384
RUN-000811,backpressure_seq,1265845568,constrained,corner,0xdd00,4,incremental,0.621,0.72,balanced,16,6,105,30,0,weighted,burst_hotspot,dma_stream,in_order,none,192
RUN-000812,uart_loopback_seq,1275661772,constrained,corner,0xc900,16,random,0.283,0.59,reg_wr,8,12,205,1,6,weighted,uniform,boot,in_order,none,384
RUN-000813,uart_loopback_seq,639695222,constrained,stress,0x0400,4,all_ones,0.371,0.36,balanced,8,32,391,19,10,weighted,burst_hotspot,boot,in_order,none,192
RUN-000814,reg_sweep_seq,940207067,constrained,stress,0xe900,4,all_ones,0.691,0.41,reg_rd,8,31,281,3,8,fixed,uniform,boot,out_of_order,none,192
RUN-000815,reg_sweep_seq,1649297428,constrained,corner,0x9600,4,all_ones,0.434,0.61,reg_wr,8,33,92,30,1,weighted,burst_hotspot,boot,out_of_order,none,48
RUN-000816,reset_recovery_seq,449712824,constrained,corner,0x5600,16,all_ones,0.714,0.58,balanced,8,11,340,7,9,fixed,uniform,sensor_poll,in_order,none,192
RUN-000817,parity_stress_seq,1575535621,constrained,default,0xe100,4,random,0.664,0.42,reg_rd,64,23,93,11,6,weighted,sparse,boot,in_order,none,96
RUN-000818,uart_loopback_seq,660002946,constrained,default,0x1f00,64,walking_ones,0.449,0.33,reg_rd,16,14,383,14,7,weighted,burst_hotspot,dma_stream,in_order,none,768
RUN-000819,reg_sweep_seq,1292563468,constrained,default,0x3900,16,random,0.139,0.56,balanced,8,0,251,13,10,weighted,uniform,boot,in_order,none,48
RUN-000820,irq_storm_seq,624497133,directed,default,0x6500,16,random,0.456,0.52,reg_wr,16,1,375,10,6,weighted,uniform,sensor_poll,in_order,none,96
RUN-000821,parity_stress_seq,2114742019,full_random,corner,0x2900,4,random,0.177,0.76,reg_wr,64,22,180,7,11,weighted,burst_hotspot,boot,in_order,bitflip,384
RUN-000822,reg_sweep_seq,1670434425,full_random,default,0x6f00,16,random,0.189,0.31,reg_wr,64,1,228,25,6,weighted,uniform,boot,out_of_order,bitflip,192
RUN-000823,dma_burst_seq,1277933350,directed,corner,0x2500,4,walking_ones,0.081,0.66,reg_rd,8,9,372,13,7,fixed,sparse,console,out_of_order,glitch,768
RUN-000824,reg_sweep_seq,2086936245,constrained,stress,0x2100,4,all_ones,0.444,0.61,reg_wr,16,4,138,12,2,fixed,ping_pong,console,in_order,bitflip,96
RUN-000825,backpressure_seq,1637773998,constrained,default,0xc800,4,incremental,0.464,0.77,balanced,64,8,35,8,7,fixed,uniform,dma_stream,out_of_order,none,48
RUN-000826,uart_loopback_seq,853071706,constrained,default,0xa900,16,incremental,0.708,0.25,reg_wr,16,12,34,12,7,fixed,uniform,sensor_poll,out_of_order,bitflip,48
RUN-000827,uart_loopback_seq,932979584,full_random,stress,0x5c00,64,random,0.072,0.35,reg_rd,128,24,269,0,10,weighted,burst_hotspot,sensor_poll,out_of_order,glitch,768
RUN-000828,uart_loopback_seq,1961735850,constrained,default,0x8a00,64,walking_ones,0.805,0.5,reg_rd,64,38,220,15,2,fixed,sparse,dma_stream,in_order,glitch,96
RUN-000829,reset_recovery_seq,1705125565,full_random,default,0xf900,64,all_ones,0.299,0.25,reg_rd,64,23,232,31,8,weighted,burst_hotspot,sensor_poll,in_order,glitch,192
RUN-000830,dma_burst_seq,1572063050,constrained,default,0x9e00,16,walking_ones,0.159,0.41,balanced,16,24,238,30,8,weighted,burst_hotspot,dma_stream,in_order,none,192
RUN-000831,backpressure_seq,718489743,constrained,corner,0xc600,4,all_ones,0.854,0.37,reg_wr,64,2,174,17,5,fixed,uniform,sensor_poll,out_of_order,glitch,192
RUN-000832,dma_burst_seq,1957570524,full_random,corner,0xe300,16,walking_ones,0.161,0.32,balanced,64,29,216,20,7,weighted,burst_hotspot,dma_stream,out_of_order,none,192
RUN-000833,dma_burst_seq,450429123,constrained,default,0x4a00,4,walking_ones,0.327,0.43,reg_rd,64,22,186,6,3,fixed,sparse,sensor_poll,in_order,none,384
RUN-000834,parity_stress_seq,1001065240,constrained,default,0xaa00,4,walking_ones,0.49,0.54,reg_rd,64,20,243,3,4,fixed,ping_pong,dma_stream,in_order,none,48
RUN-000835,irq_storm_seq,2083967150,full_random,default,0x9000,64,random,0.749,0.76,balanced,128,15,73,9,5,weighted,burst_hotspot,sensor_poll,out_of_order,glitch,192
RUN-000836,reg_sweep_seq,1151289135,constrained,default,0x3b00,16,walking_ones,0.898,0.32,balanced,16,6,80,21,11,weighted,burst_hotspot,console,in_order,none,768
RUN-000837,uart_loopback_seq,95791540,full_random,default,0xf400,4,random,0.318,0.43,reg_rd,16,7,218,26,11,fixed,sparse,console,in_order,bitflip,768
RUN-000838,reg_sweep_seq,166674716,constrained,default,0xb000,4,random,0.687,0.27,reg_rd,64,0,258,16,0,weighted,burst_hotspot,sensor_poll,out_of_order,none,384
RUN-000839,parity_stress_seq,1002088874,directed,stress,0x4f00,4,random,0.562,0.7,balanced,16,32,60,28,0,weighted,burst_hotspot,sensor_poll,in_order,none,96
RUN-000840,reg_sweep_seq,1753967166,constrained,corner,0x9900,4,random,0.247,0.2,balanced,16,29,407,29,3,fixed,sparse,sensor_poll,in_order,glitch,96
RUN-000841,reg_sweep_seq,1930042208,full_random,default,0x5800,4,all_ones,0.391,0.43,reg_wr,8,7,204,31,9,fixed,ping_pong,sensor_poll,in_order,bitflip,96
RUN-000842,irq_storm_seq,324559566,directed,stress,0x2600,16,incremental,0.161,0.61,reg_rd,64,18,199,21,7,fixed,sparse,dma_stream,in_order,none,96
RUN-000843,irq_storm_seq,1194825200,constrained,stress,0x6e00,64,random,0.501,0.5,reg_wr,8,17,61,24,9,fixed,burst_hotspot,console,out_of_order,glitch,384
RUN-000844,reg_sweep_seq,2062036426,full_random,default,0x2a00,16,walking_ones,0.402,0.57,balanced,16,26,338,24,10,fixed,uniform,dma_stream,in_order,none,384
RUN-000845,parity_stress_seq,1446651329,full_random,corner,0x8900,64,random,0.474,0.64,reg_rd,8,15,197,3,8,weighted,sparse,sensor_poll,in_order,none,192
RUN-000846,parity_stress_seq,2067173584,full_random,corner,0x8c00,4,incremental,0.577,0.7,balanced,64,35,414,4,9,fixed,sparse,sensor_poll,in_order,bitflip,768
RUN-000847,dma_burst_seq,678522002,full_random,default,0xbf00,16,walking_ones,0.728,0.57,reg_wr,64,31,325,16,2,fixed,burst_hotspot,dma_stream,out_of_order,bitflip,96
RUN-000848,dma_burst_seq,848534822,constrained,corner,0xd900,16,walking_ones,0.91,0.52,balanced,128,27,145,1,7,weighted,sparse,boot,in_order,none,48
RUN-000849,reg_sweep_seq,1469025925,directed,corner,0xe800,64,incremental,0.476,0.53,reg_wr,128,39,150,14,11,weighted,burst_hotspot,boot,in_order,none,192
RUN-000850,irq_storm_seq,2137900752,constrained,corner,0xa100,16,walking_ones,0.227,0.38,balanced,64,19,88,8,8,fixed,burst_hotspot,boot,in_order,none,96
RUN-000851,uart_loopback_seq,1903138965,full_random,corner,0x3300,64,incremental,0.485,0.51,reg_wr,16,23,328,13,4,weighted,burst_hotspot,sensor_poll,in_order,glitch,48
RUN-000852,reset_recovery_seq,1729323598,constrained,default,0x4c00,16,incremental,0.284,0.74,reg_rd,16,17,131,20,2,fixed,ping_pong,dma_stream,in_order,none,384
RUN-000853,reg_sweep_seq,566438581,constrained,stress,0xae00,4,incremental,0.504,0.21,balanced,8,39,236,3,7,weighted,uniform,dma_stream,in_order,none,48
RUN-000854,backpressure_seq,1742128305,constrained,corner,0x1700,4,all_ones,0.828,0.64,balanced,64,39,117,1,5,weighted,burst_hotspot,dma_stream,out_of_order,bitflip,768
RUN-000855,parity_stress_seq,136534482,full_random,stress,0x0000,16,walking_ones,0.783,0.47,balanced,128,12,50,1,6,fixed,ping_pong,console,out_of_order,none,192
RUN-000856,parity_stress_seq,1823942804,constrained,default,0x5b00,16,walking_ones,0.516,0.7,balanced,8,20,229,1,7,weighted,sparse,sensor_poll,out_of_order,glitch,192
RUN-000857,reset_recovery_seq,419772835,constrained,stress,0xb100,16,random,0.131,0.44,reg_rd,8,26,122,12,4,fixed,burst_hotspot,boot,out_of_order,none,96
RUN-000858,reg_sweep_seq,1184126942,constrained,default,0xed00,4,incremental,0.586,0.46,reg_wr,8,22,398,30,3,fixed,ping_pong,console,in_order,bitflip,96
RUN-000859,reg_sweep_seq,1988023291,constrained,default,0xba00,64,incremental,0.466,0.56,reg_rd,64,25,192,2,2,weighted,uniform,boot,out_of_order,bitflip,384
RUN-000860,reset_recovery_seq,1321501235,constrained,stress,0x3b00,4,walking_ones,0.786,0.56,reg_wr,128,28,324,8,2,weighted,uniform,sensor_poll,in_order,bitflip,384
RUN-000861,reg_sweep_seq,48890377,constrained,corner,0xcc00,4,random,0.452,0.39,reg_wr,64,2,20,13,4,weighted,sparse,boot,in_order,glitch,384
RUN-000862,parity_stress_seq,313154280,full_random,stress,0xbd00,16,random,0.724,0.24,reg_wr,16,19,371,22,3,fixed,uniform,console,in_order,none,384
RUN-000863,uart_loopback_seq,162969462,full_random,corner,0x5000,64,random,0.412,0.6,balanced,8,33,180,30,11,weighted,uniform,dma_stream,out_of_order,glitch,192
RUN-000864,uart_loopback_seq,2147015980,constrained,stress,0xf400,4,incremental,0.486,0.37,reg_wr,8,5,149,27,1,weighted,uniform,console,in_order,bitflip,192
RUN-000865,uart_loopback_seq,82149050,constrained,default,0x7e00,64,random,0.291,0.41,reg_wr,16,22,372,25,11,fixed,uniform,boot,in_order,bitflip,192
RUN-000866,dma_burst_seq,969847550,full_random,stress,0x3900,16,random,0.486,0.62,balanced,8,20,402,4,9,fixed,burst_hotspot,dma_stream,in_order,bitflip,192
RUN-000867,reset_recovery_seq,1966712010,full_random,default,0xf300,16,random,0.255,0.3,balanced,8,15,220,21,9,weighted,uniform,sensor_poll,in_order,none,48
RUN-000868,uart_loopback_seq,744741164,constrained,default,0x0d00,4,random,0.359,0.34,balanced,64,0,220,30,2,weighted,ping_pong,sensor_poll,in_order,none,192
RUN-000869,irq_storm_seq,462287247,constrained,default,0x6d00,16,random,0.31,0.34,balanced,8,24,387,29,0,fixed,sparse,console,in_order,none,192
RUN-000870,uart_loopback_seq,1687440702,full_random,stress,0x3100,16,all_ones,0.294,0.61,reg_wr,16,4,58,24,8,fixed,uniform,sensor_poll,out_of_order,glitch,384
RUN-000871,parity_stress_seq,844653340,constrained,stress,0xf400,64,all_ones,0.157,0.43,reg_wr,8,3,265,22,0,fixed,burst_hotspot,sensor_poll,in_order,none,48
RUN-000872,reset_recovery_seq,1985928917,constrained,default,0xfc00,16,walking_ones,0.412,0.38,reg_wr,16,11,127,30,3,weighted,sparse,console,in_order,bitflip,192
RUN-000873,irq_storm_seq,1646329273,constrained,default,0xcc00,16,walking_ones,0.392,0.47,reg_wr,8,8,235,14,4,weighted,burst_hotspot,console,out_of_order,none,48
RUN-000874,uart_loopback_seq,1910344926,directed,corner,0x9b00,64,incremental,0.202,0.73,balanced,8,22,223,27,9,fixed,uniform,dma_stream,in_order,bitflip,96
RUN-000875,irq_storm_seq,1285429788,full_random,stress,0x3300,4,random,0.646,0.21,balanced,64,7,227,18,1,fixed,uniform,sensor_poll,out_of_order,none,192
RUN-000876,backpressure_seq,1347494140,constrained,default,0x0300,64,walking_ones,0.488,0.26,balanced,8,33,292,11,6,weighted,ping_pong,boot,in_order,none,48
RUN-000877,reg_sweep_seq,677707534,constrained,default,0xad00,16,random,0.383,0.31,reg_wr,64,9,332,2,0,weighted,sparse,dma_stream,in_order,bitflip,96
RUN-000878,parity_stress_seq,862034508,constrained,default,0x7400,4,incremental,0.815,0.72,balanced,64,35,251,16,1,weighted,burst_hotspot,boot,in_order,none,384
RUN-000879,reg_sweep_seq,1929033521,directed,stress,0x8e00,4,random,0.196,0.41,balanced,8,24,262,18,3,weighted,uniform,sensor_poll,in_order,glitch,192
RUN-000880,reg_sweep_seq,79296042,full_random,default,0xb400,16,walking_ones,0.658,0.3,balanced,16,13,61,12,10,weighted,ping_pong,sensor_poll,out_of_order,bitflip,48
RUN-000881,reset_recovery_seq,81537550,constrained,default,0x2600,64,random,0.281,0.46,balanced,16,16,177,3,7,fixed,uniform,sensor_poll,out_of_order,glitch,192
RUN-000882,reg_sweep_seq,851021998,constrained,stress,0xf800,16,all_ones,0.424,0.77,balanced,64,32,57,14,0,weighted,uniform,sensor_poll,in_order,none,192
RUN-000883,backpressure_seq,1181161057,constrained,default,0x0b00,64,walking_ones,0.762,0.71,reg_wr,16,33,103,9,0,fixed,uniform,boot,in_order,none,96
RUN-000884,backpressure_seq,794787166,full_random,stress,0x0700,16,all_ones,0.084,0.76,balanced,16,11,203,28,2,weighted,burst_hotspot,console,in_order,bitflip,192
RUN-000885,backpressure_seq,34168197,directed,corner,0x0000,16,random,0.123,0.78,reg_rd,16,22,318,18,8,fixed,uniform,console,in_order,none,48
RUN-000886,backpressure_seq,361807043,constrained,stress,0x0500,16,incremental,0.43,0.34,reg_rd,16,5,90,16,9,weighted,sparse,sensor_poll,in_order,none,48
RUN-000887,irq_storm_seq,357209076,constrained,default,0x4800,64,random,0.586,0.43,reg_wr,8,23,307,12,9,weighted,sparse,sensor_poll,in_order,none,48
RUN-000888,uart_loopback_seq,333644170,constrained,stress,0x9b00,4,random,0.521,0.68,reg_wr,8,21,313,13,1,fixed,sparse,boot,in_order,none,192
RUN-000889,dma_burst_seq,1137791201,directed,corner,0x2900,4,all_ones,0.292,0.77,reg_rd,8,35,167,3,5,weighted,ping_pong,sensor_poll,in_order,glitch,768
RUN-000890,backpressure_seq,1176954554,constrained,default,0x6500,16,random,0.217,0.31,balanced,64,24,155,7,7,weighted,uniform,dma_stream,out_of_order,bitflip,48
RUN-000891,dma_burst_seq,388040109,constrained,default,0x3c00,16,incremental,0.585,0.6,reg_rd,64,6,374,9,9,fixed,uniform,dma_stream,in_order,none,192
RUN-000892,reg_sweep_seq,1825488540,directed,default,0x5000,4,walking_ones,0.757,0.42,reg_rd,128,20,145,7,10,fixed,ping_pong,console,in_order,none,96
RUN-000893,reset_recovery_seq,227903561,constrained,stress,0x9d00,4,walking_ones,0.439,0.23,balanced,64,28,348,21,3,fixed,ping_pong,dma_stream,in_order,none,48
RUN-000894,parity_stress_seq,1881890875,constrained,default,0xd100,4,random,0.266,0.59,reg_rd,8,35,87,19,10,fixed,uniform,console,in_order,none,192
RUN-000895,dma_burst_seq,423699316,constrained,default,0x2200,16,random,0.763,0.33,reg_wr,64,32,83,21,9,fixed,burst_hotspot,sensor_poll,out_of_order,none,384
RUN-000896,uart_loopback_seq,1178446483,constrained,stress,0xdf00,4,random,0.489,0.41,reg_rd,64,10,171,13,4,fixed,uniform,dma_stream,in_order,none,384
RUN-000897,reset_recovery_seq,683526649,constrained,default,0x6400,4,walking_ones,0.472,0.56,reg_wr,8,13,370,15,4,weighted,uniform,dma_stream,in_order,none,192
RUN-000898,reg_sweep_seq,991647840,full_random,corner,0xf200,4,incremental,0.44,0.66,reg_rd,16,24,242,9,0,weighted,sparse,console,out_of_order,none,48
RUN-000899,irq_storm_seq,870768107,constrained,corner,0xa100,64,walking_ones,0.363,0.67,balanced,8,5,127,10,5,fixed,sparse,sensor_poll,in_order,glitch,192
RUN-000900,irq_storm_seq,1957857088,full_random,default,0x8200,16,incremental,0.465,0.5,reg_wr,128,17,280,6,5,fixed,uniform,dma_stream,out_of_order,none,192
RUN-000901,dma_burst_seq,1273397430,constrained,stress,0x2400,16,random,0.874,0.3,balanced,64,18,65,11,9,fixed,burst_hotspot,dma_stream,in_order,none,96
RUN-000902,backpressure_seq,919187222,constrained,default,0x2a00,64,incremental,0.422,0.21,reg_wr,128,6,185,19,0,fixed,sparse,console,in_order,none,48
RUN-000903,uart_loopback_seq,54007994,constrained,stress,0xed00,16,incremental,0.389,0.41,reg_wr,64,3,156,19,7,weighted,uniform,console,in_order,bitflip,192
RUN-000904,parity_stress_seq,1651010962,full_random,corner,0x8300,64,random,0.102,0.51,balanced,8,35,300,4,3,weighted,sparse,dma_stream,in_order,glitch,48
RUN-000905,uart_loopback_seq,143790723,constrained,default,0xfd00,16,random,0.539,0.73,balanced,8,26,365,20,8,weighted,uniform,dma_stream,in_order,none,192
RUN-000906,reg_sweep_seq,1492848586,directed,default,0x1900,4,random,0.529,0.73,reg_rd,64,29,396,20,8,fixed,burst_hotspot,sensor_poll,out_of_order,none,48
RUN-000907,irq_storm_seq,255803867,directed,stress,0x8d00,16,random,0.171,0.58,reg_rd,16,24,278,30,3,fixed,burst_hotspot,dma_stream,in_order,glitch,192
RUN-000908,irq_storm_seq,954722778,full_random,corner,0xf700,64,all_ones,0.174,0.27,reg_wr,8,36,234,28,6,fixed,ping_pong,dma_stream,in_order,none,96
RUN-000909,irq_storm_seq,959071041,constrained,corner,0xa100,4,incremental,0.23,0.3,balanced,16,4,254,7,6,weighted,burst_hotspot,dma_stream,in_order,glitch,768
RUN-000910,reset_recovery_seq,968028601,full_random,corner,0x8900,16,random,0.139,0.68,balanced,64,19,391,11,1,weighted,burst_hotspot,boot,out_of_order,glitch,48
RUN-000911,uart_loopback_seq,763467299,constrained,default,0x7f00,16,incremental,0.581,0.6,reg_wr,64,17,30,7,6,fixed,uniform,console,in_order,glitch,192
RUN-000912,irq_storm_seq,1419250210,constrained,default,0x2100,4,random,0.84,0.69,reg_wr,64,23,213,20,8,fixed,burst_hotspot,boot,in_order,none,384
RUN-000913,reset_recovery_seq,529801932,directed,corner,0xf300,16,incremental,0.362,0.33,reg_rd,128,36,236,6,6,fixed,sparse,dma_stream,in_order,none,384
RUN-000914,uart_loopback_seq,697783006,full_random,default,0xb300,16,walking_ones,0.717,0.79,balanced,16,12,289,25,11,fixed,uniform,sensor_poll,out_of_order,glitch,384
RUN-000915,parity_stress_seq,2076981963,full_random,default,0x5200,16,all_ones,0.226,0.59,reg_wr,64,31,307,8,2,weighted,uniform,sensor_poll,in_order,bitflip,192
RUN-000916,parity_stress_seq,2145635392,constrained,default,0x9d00,16,incremental,0.764,0.65,reg_rd,16,25,111,5,1,fixed,sparse,sensor_poll,in_order,bitflip,384
RUN-000917,reg_sweep_seq,1933056407,full_random,default,0x3300,16,random,0.736,0.58,balanced,8,24,412,2,5,fixed,sparse,console,in_order,none,768
RUN-000918,parity_stress_seq,1276996790,constrained,default,0x0700,64,random,0.313,0.49,reg_wr,64,8,269,2,11,weighted,ping_pong,boot,out_of_order,none,48
RUN-000919,irq_storm_seq,897417533,constrained,stress,0xfd00,4,random,0.411,0.59,reg_wr,16,13,24,27,11,fixed,ping_pong,console,in_order,glitch,384
RUN-000920,reg_sweep_seq,1469879017,constrained,stress,0xea00,16,random,0.453,0.6,balanced,16,27,325,10,8,weighted,burst_hotspot,sensor_poll,in_order,none,384
RUN-000921,parity_stress_seq,681540443,constrained,default,0x7d00,4,random,0.357,0.6,balanced,64,21,354,13,4,weighted,uniform,console,in_order,glitch,768
RUN-000922,dma_burst_seq,928510166,constrained,corner,0x9c00,64,random,0.873,0.74,reg_wr,16,9,29,17,3,weighted,sparse,boot,in_order,none,96
RUN-000923,backpressure_seq,1922426602,constrained,stress,0x6400,16,incremental,0.575,0.22,balanced,8,10,170,24,6,weighted,sparse,sensor_poll,in_order,glitch,192
RUN-000924,reg_sweep_seq,1988460054,constrained,default,0x0000,16,random,0.069,0.68,reg_wr,8,19,99,5,10,fixed,burst_hotspot,console,in_order,none,384
RUN-000925,parity_stress_seq,870212816,directed,stress,0x0d00,64,walking_ones,0.891,0.45,balanced,16,21,42,9,9,weighted,sparse,dma_stream,in_order,none,96
RUN-000926,irq_storm_seq,645139307,constrained,default,0x5100,4,walking_ones,0.502,0.28,reg_rd,64,38,260,16,4,weighted,burst_hotspot,dma_stream,in_order,bitflip,192
RUN-000927,reset_recovery_seq,968599646,constrained,default,0x3b00,64,random,0.54,0.24,balanced,64,5,165,19,0,weighted,burst_hotspot,boot,in_order,bitflip,768
RUN-000928,reg_sweep_seq,2093782486,full_random,corner,0x7000,4,random,0.275,0.39,reg_wr,16,31,272,14,0,weighted,uniform,dma_stream,in_order,none,48
RUN-000929,reset_recovery_seq,302815981,constrained,default,0x8500,64,random,0.679,0.5,reg_rd,16,25,168,13,11,fixed,burst_hotspot,dma_stream,in_order,none,768
RUN-000930,irq_storm_seq,99203936,constrained,corner,0x8100,4,random,0.09,0.25,balanced,64,18,217,8,5,weighted,burst_hotspot,boot,in_order,none,192
RUN-000931,dma_burst_seq,1950961550,constrained,corner,0xfa00,16,walking_ones,0.65,0.38,reg_rd,8,37,380,25,3,weighted,burst_hotspot,sensor_poll,out_of_order,bitflip,384
RUN-000932,dma_burst_seq,306753721,constrained,default,0xc000,16,random,0.574,0.71,balanced,8,29,350,31,0,weighted,uniform,console,in_order,glitch,768
RUN-000933,parity_stress_seq,200911372,constrained,default,0x0300,16,random,0.183,0.77,reg_rd,128,25,44,14,2,weighted,sparse,sensor_poll,out_of_order,none,384
RUN-000934,dma_burst_seq,1156141132,constrained,default,0x1800,16,random,0.866,0.6,reg_wr,64,29,216,2,8,fixed,ping_pong,dma_stream,in_order,glitch,192
RUN-000935,parity_stress_seq,212507536,constrained,default,0x0800,16,random,0.809,0.37,reg_rd,8,31,275,4,6,weighted,sparse,console,in_order,bitflip,192
RUN-000936,dma_burst_seq,1391867846,constrained,default,0x2f00,64,all_ones,0.3,0.2,reg_rd,8,10,365,11,1,weighted,uniform,console,in_order,glitch,384
RUN-000937,irq_storm_seq,1134479445,constrained,stress,0x4400,16,random,0.566,0.77,balanced,64,17,174,9,4,weighted,burst_hotspot,boot,in_order,none,96
RUN-000938,reset_recovery_seq,176376066,full_random,stress,0x4700,16,incremental,0.147,0.57,reg_rd,8,31,209,1,10,weighted,uniform,sensor_poll,in_order,none,96
RUN-000939,reset_recovery_seq,1480070951,constrained,default,0x9d00,16,walking_ones,0.801,0.23,reg_rd,64,25,424,25,7,weighted,uniform,console,in_order,none,192
RUN-000940,backpressure_seq,1051643603,constrained,corner,0x3100,16,random,0.335,0.36,reg_wr,8,18,164,25,0,fixed,sparse,sensor_poll,in_order,none,192
RUN-000941,uart_loopback_seq,2093495929,constrained,stress,0x7c00,16,incremental,0.621,0.22,reg_wr,64,35,299,10,5,weighted,burst_hotspot,dma_stream,in_order,glitch,96
RUN-000942,backpressure_seq,1282641324,directed,default,0x0200,16,random,0.698,0.67,reg_rd,8,18,226,25,4,weighted,uniform,sensor_poll,in_order,none,768
RUN-000943,uart_loopback_seq,669688824,constrained,default,0x8c00,4,random,0.524,0.71,reg_rd,16,38,182,9,3,fixed,sparse,boot,in_order,bitflip,384
